SECTOR D,Dark Sector,,,,,ANALYSIS,
13h11m35.86s -01d20m10.39s,0.3448,97.8379,Helical Metric Schema,4.06,MATCH: APMUKS (BJ) B130901.41-010417.1 (Sy1),,
13h11m36.84s -01d20m04.72s,0.5986,14.4545,Metric Spacetime Anomaly,10.16,MATCH: [FHB2012] ELS   486 (EmG),,
13h11m35.03s -01d20m13.16s,0.1853,419.8897,Minkowskian Baseline,4.95,MATCH: [KVK2008] SMM J131135.1-012018 (LeI),,
13h11m33.91s -01d19m55.83s,0.3076,36.5343,Solenoidal Metric Schema (Iron),1.32,MATCH: [BCS2002] 2635 (GiC),,
13h11m32.94s -01d19m55.45s,0.3029,239.5752,Solenoidal Metric Schema (Iron),3.12,MATCH: [BBC2005] 6.3 (LeG),,
13h11m36.47s -01d19m39.61s,1.3735,54.8928,Metric Spacetime Anomaly,2.61,MATCH: [GH91] 201 (GiC),,
13h11m35.30s -01d19m54.41s,0.2794,36.8868,Gasious Substrate Schema,5.62,MATCH: [FHB2012] ELS 10399 (EmG),,
13h11m34.97s -01d20m18.35s,1.6885,11.1385,Metric Spacetime Anomaly,1.98,MATCH: [KVK2008] SMM J131135.1-012018 (LeI),,
13h11m36.38s -01d20m10.42s,0.5246,273.642,Metric Spacetime Anomaly,11.57,MATCH: APMUKS (BJ) B130901.41-010417.1 (Sy1),,
13h11m33.13s -01d20m07.08s,0.2081,387.8847,Minkowskian Baseline,4,MATCH: [FED2000] 34 (*),,
13h11m32.88s -01d20m08.75s,0.237,63.0244,Gasious Substrate Schema,0.42,MATCH: [FED2000] 34 (*),,
13h11m37.04s -01d20m10.57s,0.2677,14.3036,Gasious Substrate Schema,6.1,MATCH: [FHB2012] ELS   486 (EmG),,
13h11m34.00s -01d19m43.89s,0.2222,269.1102,Gasious Substrate Schema,6.27,MATCH: [GH91] 156 (GiC),,
13h11m36.31s -01d20m02.65s,0.3952,6.5584,Trefoil Metric Schema,7.15,MATCH: [GH91] 203 (GiC),,
13h11m33.52s -01d19m34.57s,0.1962,40.49,Minkowskian Baseline,2.81,MATCH: [BBC2005] 30.3 (LeG),,
13h11m36.87s -01d19m41.02s,0.295,4.98,Solenoidal Metric Schema (Iron),4.2,MATCH: [AMA2011] a1689 074 (EmG),,
13h11m34.20s -01d19m38.16s,0.3509,23.7189,Helical Metric Schema,7.21,MATCH: [GH91] 156 (GiC),,
13h11m35.03s -01d19m45.57s,0.2062,127.2696,Minkowskian Baseline,5.63,MATCH: [FHB2012] ELS 10399 (EmG),,
13h11m35.07s -01d19m58.67s,0.2763,41.487,Gasious Substrate Schema,5.99,MATCH: [YKR2013] G2 (LeG),,
13h11m35.61s -01d20m09.54s,0.2656,62.5308,Gasious Substrate Schema,2.64,MATCH: APMUKS (BJ) B130901.41-010417.1 (Sy1),,
13h11m33.75s -01d20m04.41s,0.2854,312.8046,Solenoidal Metric Schema (Iron),8.25,MATCH: [BCS2002] 2635 (GiC),,
13h11m33.74s -01d20m01.42s,0.5379,181.0109,Localized Torsional Inflection,5.34,MATCH: [BCS2002] 2635 (GiC),,
13h11m35.53s -01d20m28.84s,0.2359,156.7665,Gasious Substrate Schema,0.55,MATCH: [CBB2010b] 41b (LeG),,
13h11m33.38s -01d19m30.46s,1.2206,273.1772,Metric Spacetime Anomaly,0.85,MATCH: [BBC2005] 13.3 (LeG),,
13h11m36.80s -01d20m22.08s,0.2241,42.0118,Gasious Substrate Schema,5.41,MATCH: [BCS2002] 2299 (G),,
13h11m34.70s -01d19m35.55s,0.2917,130.6292,Solenoidal Metric Schema (Iron),6.47,MATCH: [BCS2002] 2519 (G),,
13h11m32.76s -01d20m14.34s,0.4167,137.8141,Localized Torsional Inflection,5.67,MATCH: [FED2000] 34 (*),,
13h11m34.55s -01d19m53.19s,0.3826,129.9715,Localized Torsional Inflection,3.57,MATCH: [YKR2013] G2 (LeG),,
13h11m33.78s -01d20m01.82s,0.4943,24.8555,Metric Spacetime Anomaly,5.62,MATCH: [BCS2002] 2635 (GiC),,
13h11m35.77s -01d20m08.96s,0.2682,5.8402,Gasious Substrate Schema,3.95,MATCH: APMUKS (BJ) B130901.41-010417.1 (Sy1),,
13h11m36.15s -01d20m34.65s,0.2012,52.2232,Minkowskian Baseline,7.76,MATCH: [BCS2002] 2256 (G),,
13h11m32.45s -01d19m52.65s,0.2928,4.9613,Solenoidal Metric Schema (Iron),4.1,MATCH: [BBC2005] 29.3 (LeG),,
13h11m37.01s -01d20m04.50s,1.113,71.2361,Baryonic Metric Substrate,8.13,MATCH: [FHB2012] ELS   486 (EmG),,
13h11m34.33s -01d20m04.04s,0.2972,24.9222,Solenoidal Metric Schema (Iron),8.32,MATCH: [BCS2002] 2496 (GiC),,
13h11m35.20s -01d19m29.80s,0.2385,49.3715,Gasious Substrate Schema,0.8,MATCH: [MBC96] ACO 1689 540 (GiC),,
13h11m33.88s -01d20m23.75s,0.2478,322.4415,Gasious Substrate Schema,4.29,MATCH: [KVK2008] SMM J131134.1-012021 (LeI),,
13h11m33.44s -01d20m06.03s,0.2443,62.4253,Gasious Substrate Schema,6.33,MATCH: [BBC2005] 6.2 (LeG),,
13h11m35.80s -01d20m22.83s,0.2264,7.0602,Gasious Substrate Schema,2.78,MATCH: [SRS2014] Abell 1689 899-340 (LeG),,
13h11m33.70s -01d19m34.12s,0.2152,62.8709,Minkowskian Baseline,1.12,MATCH: [GH91] 157 (GiC),,
13h11m35.29s -01d19m46.58s,0.5445,21.8205,Metric Spacetime Anomaly,3.94,MATCH: [MBC96] ACO 1689 503 (GiC),,
13h11m35.10s -01d20m33.22s,1.7619,254.5659,Spacetime Curvature Limit (Black Hole),3.86,MATCH: [FHB2012] ELS  1077 (EmG),,
13h11m34.80s -01d20m27.73s,0.3162,145.8307,Solenoidal Metric Schema (Iron),6.28,MATCH: [BBC2005] 25.2 (LeG),,
13h11m35.94s -01d19m47.31s,0.3341,27.6642,Helical Metric Schema,8.71,MATCH: [GH91] 201 (GiC),,
13h11m33.53s -01d20m04.93s,0.2746,220.1747,Gasious Substrate Schema,7.78,MATCH: [BBC2005] 6.2 (LeG),,
13h11m35.56s -01d20m40.67s,0.2896,71.3909,Solenoidal Metric Schema (Iron),3.11,MATCH: SDSS J131135.39-012042.6 (GiC),,
13h11m36.65s -01d20m22.55s,0.5566,178.1208,Localized Torsional Inflection,3.12,MATCH: [BCS2002] 2299 (G),,
13h11m37.29s -01d19m54.89s,0.3848,45.6325,Trefoil Metric Schema,6.45,MATCH: [KOU2010] 33 (X),,
13h11m34.24s -01d19m32.87s,0.2835,40.0377,Solenoidal Metric Schema (Iron),6.81,MATCH: [BCS2002] 2519 (G),,
13h11m35.70s -01d19m36.35s,0.3707,41.7676,Trefoil Metric Schema,0.97,MATCH: [FHB2012] ELS  1507 (EmG),,
13h11m34.69s -01d20m31.67s,0.6915,512.3831,Localized Torsional Inflection,2.01,MATCH: [BBC2005] 25.2 (LeG),,
13h11m35.45s -01d19m56.06s,0.3869,16.4415,Trefoil Metric Schema,7.36,MATCH: [GH91] 203 (GiC),,
13h11m33.75s -01d20m23.08s,0.275,18.6784,Gasious Substrate Schema,3.07,MATCH: [BBC2005] 29.4 (LeG),,
13h11m33.64s -01d19m54.89s,0.2144,109.9981,Minkowskian Baseline,3.1,MATCH: [BCS2002] 2635 (GiC),,
13h11m33.13s -01d20m14.23s,0.239,125.6289,Gasious Substrate Schema,3.4,MATCH: [CBB2010b] 6b 2 (PoG),,
13h11m33.64s -01d20m20.42s,0.2976,32.2924,Solenoidal Metric Schema (Iron),0.3,MATCH: [BBC2005] 29.4 (LeG),,
13h11m36.07s -01d19m52.59s,0.5103,0.2969,Metric Spacetime Anomaly,6.9,MATCH: [GH91] 203 (GiC),,
13h11m34.13s -01d20m32.49s,0.3412,214.2796,Localized Torsional Inflection,2.58,MATCH: [CBB2010b] 35b (LeG),,
13h11m34.37s -01d20m08.61s,0.2874,21.2288,Solenoidal Metric Schema (Iron),5.49,MATCH: [GH91] 160 (GiC),,
13h11m32.81s -01d19m55.15s,0.2412,17.7578,Gasious Substrate Schema,1.21,MATCH: [BBC2005] 6.3 (LeG),,
13h11m34.83s -01d19m37.33s,0.25,97.7058,Gasious Substrate Schema,8.72,MATCH: [BCS2002] 2519 (G),,
13h11m32.96s -01d19m56.04s,0.2411,74.9694,Gasious Substrate Schema,3.62,MATCH: [BBC2005] 6.3 (LeG),,
13h11m35.21s -01d20m10.86s,0.3388,218.2252,Localized Torsional Inflection,5.34,MATCH: [FHB2012] ELS  1184 (EmG),,
13h11m35.56s -01d20m16.47s,0.5619,26.0116,Metric Spacetime Anomaly,3.05,MATCH: [FHB2012] ELS  1184 (EmG),,
13h11m34.43s -01d20m08.30s,0.2239,643.9151,Localized Torsional Inflection,6.02,MATCH: [GH91] 160 (GiC),,
13h11m34.95s -01d19m25.90s,0.6923,150.6673,Metric Spacetime Anomaly,2.04,MATCH: [LRJ2007] Galaxy 4 (G),,
13h11m34.72s -01d20m30.49s,0.3849,68.0247,Trefoil Metric Schema,3.27,MATCH: [BBC2005] 25.2 (LeG),,
13h11m35.48s -01d20m20.92s,0.2449,64.6465,Gasious Substrate Schema,4.29,MATCH: [BCS2002] 2434 (G),,
13h11m34.32s -01d19m44.20s,0.2343,55.2878,Gasious Substrate Schema,10.25,MATCH: [GH91] 156 (GiC),,
13h11m35.93s -01d20m07.54s,0.2087,118.8323,Minkowskian Baseline,6.6,MATCH: APMUKS (BJ) B130901.41-010417.1 (Sy1),,
13h11m36.36s -01d20m24.32s,0.311,36.2562,Solenoidal Metric Schema (Iron),1.84,MATCH: [BCS2002] 2299 (G),,
13h11m34.81s -01d19m37.07s,0.267,41.1785,Gasious Substrate Schema,8.37,MATCH: [BCS2002] 2519 (G),,
13h11m36.25s -01d19m32.97s,0.3926,74.6434,Trefoil Metric Schema,8.24,MATCH: [FHB2012] ELS  1507 (EmG),,
13h11m35.02s -01d19m32.43s,0.2051,359.8922,Minkowskian Baseline,4.36,MATCH: [MBC96] ACO 1689 540 (GiC),,
13h11m34.47s -01d20m12.39s,0.5547,129.2788,Localized Torsional Inflection,3.02,MATCH: [GH91] 160 (GiC),,
13h11m34.64s -01d20m21.29s,0.173,131.0602,Minkowskian Baseline,7.64,MATCH: [KVK2008] SMM J131135.1-012018 (LeI),,
13h11m35.67s -01d20m35.41s,0.3119,4.9435,Solenoidal Metric Schema (Iron),4.46,MATCH: [CBB2010b] 45b (LeG),,
13h11m35.42s -01d20m24.06s,0.4714,114.0646,Metric Spacetime Anomaly,3.48,MATCH: [GSA2023] A1689-1037 (LeG),,
13h11m34.24s -01d20m03.31s,0.2719,140.358,Gasious Substrate Schema,9.41,MATCH: [BCS2002] 2635 (GiC),,
13h11m34.59s -01d20m02.81s,0.2283,99.725,Gasious Substrate Schema,4.69,MATCH: [BCS2002] 2496 (GiC),,
13h11m36.00s -01d19m34.98s,0.3496,42.743,Helical Metric Schema,3.99,MATCH: [FHB2012] ELS  1507 (EmG),,
13h11m36.70s -01d19m53.77s,0.1755,25.2434,Minkowskian Baseline,11.04,MATCH: [AMA2011] a1689 074 (EmG),,
13h11m34.79s -01d19m42.47s,0.8025,70.3219,Baryonic Metric Substrate,9.16,MATCH: [MBC96] ACO 1689 503 (GiC),,
13h11m35.38s -01d19m34.68s,0.439,11.3225,Trefoil Metric Schema,3.55,MATCH: [MBC96] ACO 1689 526 (GiC),,
13h11m34.60s -01d19m31.06s,0.1989,195.8933,Minkowskian Baseline,1.9,MATCH: [BCS2002] 2519 (G),,
13h11m36.16s -01d20m28.73s,0.2691,15.9985,Gasious Substrate Schema,7.16,MATCH: [BCS2002] 2299 (G),,
13h11m36.47s -01d20m03.38s,0.6441,104.9022,Metric Spacetime Anomaly,9.6,MATCH: [GH91] 203 (GiC),,
13h11m33.00s -01d20m12.69s,0.1996,38.0354,Minkowskian Baseline,3.93,MATCH: [FED2000] 34 (*),,
13h11m36.40s -01d20m26.50s,0.6295,178.1945,Metric Spacetime Anomaly,3.58,MATCH: [BCS2002] 2299 (G),,
13h11m37.02s -01d19m50.32s,0.2499,52.5165,Gasious Substrate Schema,8.18,MATCH: [KOU2010] 33 (X),,
13h11m33.16s -01d19m40.01s,0.2675,44.5464,Gasious Substrate Schema,3.96,MATCH: SDSS J131133.33-011942.9 (GiC),,
13h11m35.49s -01d20m27.23s,0.8166,30.9212,Baryonic Metric Substrate,2.2,MATCH: [CBB2010b] 41b (LeG),,
13h11m34.13s -01d20m20.70s,0.2778,49.381,Gasious Substrate Schema,0.3,MATCH: [CBB2010b] 5c (LeG),,
13h11m32.93s -01d20m26.14s,0.2454,25.137,Gasious Substrate Schema,0.86,MATCH: [BBC2005] 2.2 (LeG),,
13h11m32.86s -01d20m02.00s,0.2642,49.9875,Gasious Substrate Schema,4.34,MATCH: SDSS J131132.68-011958.5 (BiC),,
13h11m37.49s -01d20m00.11s,0.536,9.9246,Metric Spacetime Anomaly,8.62,MATCH: [FCB2007] J131138.051-011958.25 (G),,
13h11m36.32s -01d20m33.43s,0.1872,82.3545,Minkowskian Baseline,5.4,MATCH: [BCS2002] 2256 (G),,
13h11m34.67s -01d19m31.24s,0.2407,147.9994,Gasious Substrate Schema,2.17,MATCH: [BCS2002] 2519 (G),,
13h11m33.52s -01d20m36.31s,0.2542,85.0973,Gasious Substrate Schema,0.45,MATCH: [CBB2010b] 42c (LeG),,
13h11m37.26s -01d19m51.84s,0.322,16.8704,Helical Metric Schema,4.96,MATCH: [KOU2010] 33 (X),,
13h11m35.25s -01d19m42.98s,0.8112,70.9377,Localized Torsional Inflection,2.25,MATCH: [MBC96] ACO 1689 503 (GiC),,
13h11m34.43s -01d19m56.94s,0.2053,14.3914,Minkowskian Baseline,4.71,MATCH: [YKR2013] G2 (LeG),,
13h11m33.80s -01d20m33.98s,0.4077,79.5827,Trefoil Metric Schema,2.78,MATCH: [CBB2010b] 35b (LeG),,
13h11m35.45s -01d20m25.03s,1.4819,124.1526,Metric Spacetime Anomaly,3.79,MATCH: [GSA2023] A1689-1037 (LeG),,
13h11m33.37s -01d20m02.06s,1.0273,74.2604,Baryonic Metric Substrate,8.98,MATCH: [BCS2002] 2635 (GiC),,
13h11m35.15s -01d20m32.78s,0.3923,116.0472,Localized Torsional Inflection,3.07,MATCH: [FHB2012] ELS  1077 (EmG),,
13h11m35.28s -01d20m23.57s,0.5945,206.9266,Localized Torsional Inflection,1.93,MATCH: [GSA2023] A1689-1037 (LeG),,
13h11m34.06s -01d20m32.54s,0.2962,19.7601,Solenoidal Metric Schema (Iron),1.53,MATCH: [CBB2010b] 35b (LeG),,
13h11m34.49s -01d19m28.99s,0.3349,8.8252,Helical Metric Schema,1.99,MATCH: [BCS2002] 2519 (G),,
13h11m35.48s -01d19m29.04s,0.2254,142.0654,Gasious Substrate Schema,4.2,MATCH: [MBC96] ACO 1689 540 (GiC),,
13h11m36.43s -01d20m09.00s,0.2037,39.7334,Minkowskian Baseline,12.6,MATCH: APMUKS (BJ) B130901.41-010417.1 (Sy1),,
13h11m35.89s -01d19m29.20s,0.1937,184.4151,Minkowskian Baseline,5.11,MATCH: [FCB2007] J131136.052-011924.71 (G),,
13h11m33.34s -01d20m28.74s,0.2216,60.0342,Gasious Substrate Schema,4.32,MATCH: [CBB2010b] A1689 307 (LeG),,
13h11m34.74s -01d20m21.57s,0.2846,140.5189,Solenoidal Metric Schema (Iron),6.47,MATCH: [KVK2008] SMM J131135.1-012018 (LeI),,
13h11m33.32s -01d20m06.92s,0.2606,29.2756,Gasious Substrate Schema,5.29,MATCH: [BBC2005] 6.2 (LeG),,
13h11m35.62s -01d19m52.57s,0.2603,59.368,Gasious Substrate Schema,7.68,MATCH: [GH91] 203 (GiC),,
13h11m36.49s -01d19m43.55s,0.1998,7.6787,Minkowskian Baseline,2.03,MATCH: [AMA2011] a1689 074 (EmG),,
13h11m34.32s -01d20m20.55s,0.1933,132.8703,Minkowskian Baseline,3.03,MATCH: [CBB2010b] 5c (LeG),,
13h11m35.82s -01d19m33.69s,0.2633,66.8476,Gasious Substrate Schema,3.14,MATCH: [FHB2012] ELS  1507 (EmG),,
13h11m34.20s -01d19m31.57s,0.389,35.2001,Trefoil Metric Schema,6.76,MATCH: [BCS2002] 2519 (G),,
13h11m36.42s -01d19m38.28s,0.3062,93.4388,Solenoidal Metric Schema (Iron),3.73,MATCH: [GH91] 201 (GiC),,
13h11m34.49s -01d20m00.08s,0.4767,54.9607,Metric Spacetime Anomaly,5.8,MATCH: [YKR2013] G2 (LeG),,
13h11m35.07s -01d20m37.41s,0.7622,124.9308,Metric Spacetime Anomaly,4.71,MATCH: [LRJ2007] Galaxy 2 (G),,
13h11m33.92s -01d20m01.33s,0.257,46.1329,Gasious Substrate Schema,5.28,MATCH: [BCS2002] 2635 (GiC),,
13h11m36.25s -01d20m23.98s,0.3561,325.7198,Localized Torsional Inflection,3.08,MATCH: [BCS2002] 2299 (G),,
13h11m32.65s -01d20m03.62s,0.3122,61.5839,Solenoidal Metric Schema (Iron),5.11,MATCH: SDSS J131132.68-011958.5 (BiC),,
13h11m33.48s -01d19m46.78s,0.539,14.0903,Metric Spacetime Anomaly,4.41,MATCH: SDSS J131133.33-011942.9 (GiC),,
13h11m34.38s -01d20m08.07s,0.3827,58.842,Trefoil Metric Schema,6.05,MATCH: [GH91] 160 (GiC),,
13h11m32.69s -01d20m22.07s,0.2483,112.2862,Gasious Substrate Schema,5.42,MATCH: [BBC2005] 2.2 (LeG),,
13h11m37.34s -01d19m58.49s,0.5213,185.5418,Metric Spacetime Anomaly,9.21,MATCH: [KOU2010] 33 (X),,
13h11m33.14s -01d19m53.75s,0.5284,32.7189,Metric Spacetime Anomaly,6.01,MATCH: [BBC2005] 6.3 (LeG),,
13h11m35.65s -01d20m14.86s,0.3062,79.389,Solenoidal Metric Schema (Iron),2.39,MATCH: [FHB2012] ELS  1184 (EmG),,
13h11m35.32s -01d20m02.25s,0.2713,22.2544,Gasious Substrate Schema,6.88,MATCH: [BCS2002] 2496 (GiC),,
13h11m34.82s -01d20m05.39s,0.2726,26.6483,Gasious Substrate Schema,1.38,MATCH: [BCS2002] 2496 (GiC),,
13h11m36.90s -01d20m00.21s,0.2983,116.783,Solenoidal Metric Schema (Iron),12.29,MATCH: [FHB2012] ELS   486 (EmG),,
13h11m34.78s -01d20m12.20s,0.2637,174.7587,Gasious Substrate Schema,7.42,MATCH: [GH91] 160 (GiC),,
13h11m35.36s -01d20m13.98s,0.3077,110.528,Solenoidal Metric Schema (Iron),2.45,MATCH: [FHB2012] ELS  1184 (EmG),,
13h11m35.52s -01d19m54.56s,0.2248,13.2699,Gasious Substrate Schema,7.22,MATCH: [GH91] 203 (GiC),,
13h11m36.24s -01d20m13.33s,0.3894,125.0505,Trefoil Metric Schema,9.41,MATCH: APMUKS (BJ) B130901.41-010417.1 (Sy1),,
13h11m33.66s -01d19m54.06s,0.4555,25.3827,Metric Spacetime Anomaly,3.31,MATCH: [BCS2002] 2635 (GiC),,
13h11m34.30s -01d20m04.29s,0.4254,34.1256,Trefoil Metric Schema,8.76,MATCH: [BCS2002] 2496 (GiC),,
13h11m33.18s -01d19m48.80s,0.2692,138.3447,Gasious Substrate Schema,6.28,MATCH: [MIH2005] 1 (GiC),,
13h11m32.55s -01d19m53.37s,0.3776,30.736,Trefoil Metric Schema,3.09,MATCH: [BBC2005] 6.3 (LeG),,
13h11m35.67s -01d19m49.22s,0.3236,2.289,Helical Metric Schema,7.42,MATCH: [MBC96] ACO 1689 503 (GiC),,
13h11m33.97s -01d20m39.15s,0.5603,17.6181,Metric Spacetime Anomaly,6.63,MATCH: [CBB2010b] 35b (LeG),,
13h11m35.91s -01d20m35.01s,0.3379,3.0485,Helical Metric Schema,5.31,MATCH: [CBB2010b] 45b (LeG),,
13h11m36.51s -01d19m48.61s,0.4273,116.8193,Trefoil Metric Schema,6.02,MATCH: [AMA2011] a1689 074 (EmG),,
13h11m37.60s -01d20m05.71s,0.3178,15.0823,Solenoidal Metric Schema (Iron),4.44,MATCH: [FHB2012] ELS   486 (EmG),,
13h11m35.02s -01d20m41.55s,0.2425,54.1415,Gasious Substrate Schema,0.54,MATCH: [LRJ2007] Galaxy 2 (G),,
13h11m34.57s -01d19m51.76s,0.2778,84.583,Gasious Substrate Schema,4.47,MATCH: [YKR2013] G2 (LeG),,
13h11m35.58s -01d20m30.92s,0.8186,54.95,Localized Torsional Inflection,1.53,MATCH: [CBB2010b] 45b (LeG),,
13h11m34.88s -01d20m11.57s,0.7313,411.5645,Localized Torsional Inflection,7.16,MATCH: [BCS2002] 2496 (GiC),,
13h11m35.81s -01d20m22.72s,0.3486,144.5699,Helical Metric Schema,2.95,MATCH: [SRS2014] Abell 1689 899-340 (LeG),,
13h11m33.80s -01d19m33.57s,0.2884,9.7436,Solenoidal Metric Schema (Iron),1.6,MATCH: [GH91] 157 (GiC),,
13h11m35.61s -01d19m43.47s,0.2732,147.497,Gasious Substrate Schema,3.18,MATCH: [MBC96] ACO 1689 503 (GiC),,
13h11m34.76s -01d19m34.25s,0.6779,161.7949,Localized Torsional Inflection,5.47,MATCH: [BCS2002] 2519 (G),,
13h11m35.99s -01d20m15.20s,0.2462,102.1163,Gasious Substrate Schema,6.35,MATCH: APMUKS (BJ) B130901.41-010417.1 (Sy1),,
13h11m35.14s -01d19m55.01s,0.2793,9.7327,Gasious Substrate Schema,4.42,MATCH: [FHB2012] ELS 10399 (EmG),,
13h11m34.97s -01d20m20.34s,0.355,10.4382,Helical Metric Schema,3.05,MATCH: [KVK2008] SMM J131135.1-012018 (LeI),,
13h11m33.99s -01d19m59.48s,0.2643,12.3282,Gasious Substrate Schema,4.07,MATCH: [BCS2002] 2635 (GiC),,
TD4,,,,,,,
--- INITIATING VOLUMETRIC METRIC SCAN ---,,,,,,,
"Target: RA 2.664, DEC -1.571",,,,,,,
Depth: 50000 XYZ,Radius: 10,,,,,,
Scanning Volume... Sampling 418 points.,,,,,,,
Structure Detected: 418 metric nodes.,,,,,,,
FULL SIMBAD REALITY CHECK - ALL NODES,,,,,,TD4,
PREDICTED COORDINATES,MODE (m),HELICITY,PREDICTED IDENTITY,OFFSET,REALITY CHECK,Closest OFFSET,0.15
02h39m50.86s -01d34m25.84s,0.6498,57.4365,Metric Spacetime Anomaly,0.17,MATCH: [JSB2014] A370 8.2 (LeG),Average OFFSET,2.749641148
02h39m50.49s -01d34m19.48s,0.4514,8.9502,Metric Spacetime Anomaly,1.72,MATCH: BOW ACO  370 CC308 (GiC),Max OFFSET,13.35
02h39m50.50s -01d34m48.42s,0.2876,90.0209,Solenoidal Metric Schema (Iron),2.82,MATCH: [LRB2019] 7465 (G),Number of Close Matches(OFFSET < 1 arcsecond),82
02h39m51.04s -01d33m57.97s,0.3955,22.7716,Trefoil Metric Schema,1.05,MATCH: [DSB2018] A370 15.2.1 (LeI),,
02h39m48.66s -01d33m56.54s,0.2757,48.9561,Gasious Substrate Schema,4.05,MATCH: BOW ACO  370 CC409 (GiC),No SIMBAD Match,0
02h39m50.27s -01d34m16.62s,2.0333,28.3348,Metric Spacetime Anomaly,1.13,MATCH: [LRC2017] A370 3.4 (LeG),,
02h39m50.50s -01d34m41.26s,1.5028,74.6362,Spacetime Curvature Limit (Black Hole),1.26,MATCH: [GBA2017] A370-EL02 (EmO),Structure Type,Count
02h39m51.65s -01d34m10.17s,0.2354,22.0191,Gasious Substrate Schema,2.85,MATCH: [LRB2019] 10871 (G),Gasious Substrate Schema,108
02h39m48.82s -01d34m38.11s,0.2643,13.4769,Gasious Substrate Schema,1.24,MATCH: [LRB2019] 8214 (G),Metric Spacetime Anomaly,69
02h39m51.97s -01d34m37.30s,0.3895,56.2421,Trefoil Metric Schema,2,MATCH: [DSB2018] A370  1.2.1 (LeG),Minkowskian Baseline,68
02h39m48.71s -01d34m04.72s,0.3507,24.7898,Helical Metric Schema,4.91,MATCH: BOW ACO  370 CC409 (GiC),Solenoidal Metric Schema (Iron),49
02h39m48.60s -01d34m21.56s,0.5038,145.0772,Localized Torsional Inflection,5.36,MATCH: [LRB2019] 9618 (G),Trefoil Metric Schema,47
02h39m49.52s -01d34m24.62s,0.3223,148.749,Helical Metric Schema,4.46,MATCH: CANUCS-2113083 (G),Helical Metric Schema,30
02h39m49.59s -01d34m38.74s,0.2684,184.9544,Gasious Substrate Schema,0.55,MATCH: [KIS2018] A370 13.3 (EmG),Localized Torsional Inflection,27
02h39m51.32s -01d34m17.09s,1.2095,59.0576,Metric Spacetime Anomaly,1.95,MATCH: [KIS2018] A370 41.1 (LeI),Baryonic Metric Substrate,14
02h39m53.10s -01d34m06.77s,0.2569,65.5817,Gasious Substrate Schema,1.47,MATCH: [LRB2019] 11409 (G),Spacetime Curvature Limit (Black Hole),6
02h39m49.32s -01d33m46.84s,0.5227,9.0281,Metric Spacetime Anomaly,11.13,MATCH: BOW ACO  370 CC045 (GiC),,
02h39m49.85s -01d34m14.04s,0.811,164.1573,Baryonic Metric Substrate,3.46,MATCH: SDSS J023950.06-013415.3 (GiC),,
02h39m48.44s -01d34m35.72s,0.6896,111.6622,Metric Spacetime Anomaly,1.27,MATCH: [LRB2019] 9197 (G),,
02h39m51.82s -01d34m24.71s,0.2527,201.0355,Gasious Substrate Schema,3.9,MATCH: [LRB2019] 9605 (G),,
02h39m51.78s -01d34m03.78s,0.3911,93.3047,Trefoil Metric Schema,1.05,MATCH: [LRB2019] 11596 (G),,
02h39m49.52s -01d34m22.60s,0.2753,81.837,Gasious Substrate Schema,3.29,MATCH: CANUCS-2113083 (G),,
02h39m50.42s -01d34m06.73s,0.2545,63.5824,Gasious Substrate Schema,1.43,MATCH: [LKL2020] A370 LDw-C13 (LSB),,
02h39m50.34s -01d34m16.16s,0.4734,146.0934,Metric Spacetime Anomaly,0.81,MATCH: [LRC2017] A370 3.4 (LeG),,
02h39m50.49s -01d33m42.57s,0.2644,73.4223,Gasious Substrate Schema,0.82,MATCH: [LRB2019] 16354 (G),,
02h39m50.62s -01d34m26.32s,0.3869,69.7908,Trefoil Metric Schema,0.72,MATCH: [KIS2018] A370 38.2 (LeI),,
02h39m48.98s -01d33m57.27s,0.9767,27.8279,Baryonic Metric Substrate,3.84,MATCH: BOW ACO  370 CC409 (GiC),,
02h39m51.42s -01d33m47.53s,0.2451,11.1459,Gasious Substrate Schema,1.94,MATCH: [LRB2019] 13133 (G),,
02h39m49.53s -01d34m17.23s,0.2048,138.5343,Minkowskian Baseline,1.7,MATCH: [SBH2016] J023949.55-013418.9 (G),,
02h39m50.70s -01d34m25.47s,0.2813,51.4352,Solenoidal Metric Schema (Iron),1.41,MATCH: [LBL2018] A370 cluster 35 (G?),,
02h39m51.68s -01d34m33.05s,0.2551,2.4935,Gasious Substrate Schema,0.62,MATCH: [LRB2019] 9084 (G),,
02h39m49.66s -01d34m40.54s,0.3115,95.5778,Solenoidal Metric Schema (Iron),0.59,MATCH: [LKL2020] A370 LDw-C08 (LSB),,
02h39m49.22s -01d34m45.52s,0.268,7.9157,Gasious Substrate Schema,4.09,MATCH: [LRB2019] 8057 (G),,
02h39m50.17s -01d34m09.08s,0.3011,139.6966,Solenoidal Metric Schema (Iron),5.28,MATCH: [BHF2019] A370   3147 (G),,
02h39m51.40s -01d34m34.10s,0.3546,13.3738,Helical Metric Schema,3.32,MATCH: BOW ACO  370 CC124 (GiC),,
02h39m48.30s -01d33m58.43s,0.3011,26.6129,Solenoidal Metric Schema (Iron),7.66,MATCH: BOW ACO  370 CC409 (GiC),,
02h39m49.35s -01d34m50.44s,0.4161,323.1792,Localized Torsional Inflection,1.34,MATCH: [LRB2019] 7642 (G),,
