10h44m44.77s -59d38m25.86s,0.4582,4.1041,Metric Spacetime Anomaly,6.84,MATCH: CXOGNC J104444.29-593831.6 (Y*O),,
10h45m05.87s -59d38m13.64s,0.2801,1.0774,Solenoidal Metric Schema (Iron),16.14,MATCH: CXOGNC J104503.91-593819.8 (*),,
10h45m05.25s -59d42m42.95s,1.3108,35.6262,Metric Spacetime Anomaly,10.78,MATCH: CXOGNC J104504.06-594248.9 (*),,
10h44m58.75s -59d42m56.82s,2.1948,424.4148,Spacetime Curvature Limit (Black Hole),2.88,MATCH: CXOGNC J104458.92-594259.3 (X),,
10h44m35.58s -59d40m39.24s,0.2508,125.0003,Gasious Substrate Schema,6.77,MATCH: 2CXO J104435.5-594045 (CV?),,
10h45m23.68s -59d41m30.00s,0.3906,3.2922,Trefoil Metric Schema,7.33,MATCH: CXOGNC J104524.57-594127.1 (*),,
10h45m20.83s -59d40m27.85s,0.4057,148.4181,Trefoil Metric Schema,2.53,MATCH: 2MASS J10452094-5940304 (*),,
10h44m30.84s -59d41m16.02s,0.2361,111.3139,Gasious Substrate Schema,7.16,MATCH: [HSB2012] 2529 (*),,
10h44m36.61s -59d39m31.73s,0.1838,70.0092,Minkowskian Baseline,7.77,MATCH: Gaia DR3 5350359065533574912 (RR?),,
10h44m30.88s -59d41m01.15s,0.2741,34.3701,Gasious Substrate Schema,4.49,MATCH: [HSB2012] 2523 (*),,
10h45m10.73s -59d40m53.72s,0.2777,570.5349,Localized Torsional Inflection,13.65,MATCH: CXOGNC J104509.56-594043.5 (*),,
10h45m24.55s -59d40m03.96s,0.2393,44.8104,Gasious Substrate Schema,5.78,MATCH: Cl* Trumpler   16     MJ     573 (*),,
10h44m50.63s -59d40m40.17s,0.5037,87.6878,Metric Spacetime Anomaly,3.02,MATCH: CXOGNC J104450.64-594037.1 (*),,
10h45m08.33s -59d37m51.08s,0.2181,332.0644,Minkowskian Baseline,8.6,MATCH: [GG2014] 225 (cor),,
10h45m19.91s -59d41m10.03s,0.379,9.0318,Trefoil Metric Schema,14.69,MATCH: Cl Trumpler   16   240 (*),,
10h44m36.69s -59d40m39.45s,0.2247,183.3182,Gasious Substrate Schema,6.92,MATCH: CXOGNC J104437.60-594039.2 (*),,
10h44m35.97s -59d41m07.02s,0.2009,42.2288,Minkowskian Baseline,7.65,MATCH: DETWC Tr 16 J104435.1-594108 (*),,
10h44m53.73s -59d44m04.55s,0.3434,153.8766,Helical Metric Schema,7.95,MATCH: 2MASS J10445473-5944032 (Y*O),,
10h44m54.97s -59d41m42.34s,0.2158,6.5746,Minkowskian Baseline,7.81,MATCH: CXOGNC J104454.72-594134.7 (*),,
10h44m56.08s -59d40m06.21s,0.2879,48.2506,Solenoidal Metric Schema (Iron),4.86,MATCH: CXOGNC J104456.61-594003.5 (*),,
10h44m55.93s -59d43m03.99s,0.2459,141.9814,Localized Torsional Inflection,3.66,MATCH: 2MASS J10445635-5943021 (*),,
10h44m51.29s -59d38m49.77s,0.2376,6.9739,Gasious Substrate Schema,11.13,MATCH: CXOGNC J104450.06-593843.6 (*),,
10h45m10.40s -59d44m29.39s,0.8995,201.6318,Baryonic Metric Substrate,6.18,MATCH: CXOGNC J104510.66-594423.5 (*),,
10h45m08.61s -59d44m19.73s,0.5023,91.2127,Metric Spacetime Anomaly,4.12,MATCH: 2MASS J10450878-5944236 (*),,
10h45m19.80s -59d39m28.18s,0.4751,52.9183,Metric Spacetime Anomaly,6.42,MATCH: [HSB2012] 3823 (*),,
10h44m50.55s -59d40m03.10s,0.4082,14.2353,Trefoil Metric Schema,10.13,MATCH: CXOGNC J104449.40-593957.8 (*),,
10h44m47.28s -59d40m15.11s,0.3015,4.8161,Solenoidal Metric Schema (Iron),3.56,MATCH: CXOGNC J104447.40-594011.6 (*),,
10h44m52.51s -59d41m52.76s,0.279,34.2916,Gasious Substrate Schema,3.12,MATCH: DETWC Tr 16 J104452.2-594155 (TT*),,
10h44m45.15s -59d41m06.34s,0.2229,201.8956,Gasious Substrate Schema,6.07,MATCH: CXOGNC J104444.46-594109.4 (*),,
10h44m48.22s -59d41m22.95s,0.2214,11.359,Gasious Substrate Schema,9.18,MATCH: CXOGNC J104448.37-594113.9 (*),,
10h44m28.66s -59d39m37.91s,0.6103,72.4241,Metric Spacetime Anomaly,5.9,MATCH: Cl Trumpler   16   208 (*),,
10h44m36.29s -59d38m52.49s,0.4105,135.5943,Trefoil Metric Schema,5.2,MATCH: Cl* Trumpler   14      Y     423 (*),,
10h45m09.60s -59d39m46.15s,0.2511,21.791,Gasious Substrate Schema,6.16,MATCH: EXMS B1043-593 (X),,
10h44m38.87s -59d39m15.94s,0.317,52.5406,Solenoidal Metric Schema (Iron),4.83,MATCH: CXOGNC J104438.28-593914.1 (*),,
10h45m10.69s -59d42m08.73s,0.1967,137.6478,Minkowskian Baseline,5.79,MATCH: [HSB2012] 3571 (*),,
10h44m59.24s -59d41m01.62s,1.1306,51.5142,Baryonic Metric Substrate,8.39,MATCH: [HSB2012] 3234 (*),,
10h45m08.67s -59d44m18.44s,0.4141,31.6289,Trefoil Metric Schema,5.27,MATCH: 2MASS J10450878-5944236 (*),,
10h45m00.36s -59d37m58.98s,0.2127,116.1537,Minkowskian Baseline,5.82,MATCH: [GG2014] 217 (cor),,
10h45m08.41s -59d39m11.47s,0.2393,19.89,Gasious Substrate Schema,11.13,MATCH: Cl Trumpler   16    51 (*),,
10h44m59.67s -59d44m40.21s,0.1973,83.1021,Minkowskian Baseline,4.56,MATCH: CXOGNC J104500.24-594441.6 (*),,
10h44m45.57s -59d39m23.75s,0.2052,384.1471,Minkowskian Baseline,5.16,MATCH: DETWC Tr 16 J104445.3-593920 (Y*O),,
10h45m20.55s -59d40m57.68s,0.5144,393.913,Localized Torsional Inflection,12.04,MATCH: 2MASS J10452200-5940527 (*),,
10h44m45.31s -59d43m16.27s,1.0946,24.1952,Baryonic Metric Substrate,9.78,MATCH: Cl Trumpler   16    48 (*),,
10h45m24.55s -59d41m18.29s,0.3408,37.8499,Helical Metric Schema,7.91,MATCH: 2MASS J10452483-5941260 (*),,
10h45m00.77s -59d41m49.44s,0.4997,67.4127,Metric Spacetime Anomaly,8.44,MATCH: CXOGNC J104501.48-594155.9 (*),,
10h45m17.22s -59d41m52.85s,0.314,22.9741,Solenoidal Metric Schema (Iron),12.97,MATCH: CXOGNC J104518.12-594141.8 (*),,
10h45m18.34s -59d39m19.91s,0.2839,42.6902,Solenoidal Metric Schema (Iron),6.92,MATCH: 2MASS J10451752-5939227 (*),,
10h44m47.54s -59d42m04.95s,0.2465,387.5636,Localized Torsional Inflection,3.37,MATCH: 2MASS J10444797-5942059 (*),,
10h44m58.40s -59d41m58.36s,0.2262,99.1322,Gasious Substrate Schema,3.05,MATCH: [HSB2012] 3225 (*),,
10h44m41.56s -59d39m48.76s,0.2675,61.6358,Gasious Substrate Schema,2.94,MATCH: CXOGNC J104441.98-593947.7 (*),,
10h44m28.74s -59d39m26.90s,0.2342,5.4148,Gasious Substrate Schema,7.33,MATCH: [ESK2003]  98 (*),,
10h44m45.99s -59d39m57.76s,0.2317,17.8876,Gasious Substrate Schema,1.92,MATCH: 2MASS J10444624-5939583 (*),,
10h44m51.85s -59d42m59.20s,0.2578,81.0436,Gasious Substrate Schema,2.8,MATCH: CXOGNC J104451.48-594259.8 (*),,
10h44m57.36s -59d42m58.63s,0.2337,19.5081,Gasious Substrate Schema,2.58,MATCH: CXOGNC J104457.19-594256.3 (*),,
10h45m11.31s -59d41m30.36s,0.1992,36.2205,Minkowskian Baseline,5,MATCH: [ESK2003]   6 (*),,
10h44m43.27s -59d43m49.74s,0.35,41.3439,Helical Metric Schema,2.94,MATCH: CXOGNC J104443.22-594346.8 (*),,
10h44m55.33s -59d41m19.96s,0.4762,26.7307,Metric Spacetime Anomaly,3.8,MATCH: [HSB2012] 3106 (*),,
10h45m03.25s -59d41m59.18s,1.0962,169.38,Baryonic Metric Substrate,2.21,MATCH: CXOGNC J104503.18-594157.0 (*),,
10h45m17.18s -59d40m31.69s,0.2328,14.416,Gasious Substrate Schema,1.46,MATCH: DETWC Tr 16 J104517.4-594032 (*),,
10h44m28.35s -59d41m39.64s,0.2371,143.2214,Gasious Substrate Schema,5.39,MATCH: 2MASS J10442847-5941450 (Y*O),,
10h44m28.71s -59d41m39.97s,0.5071,86.2321,Metric Spacetime Anomaly,4.2,MATCH: DETWC Tr 16 J104429.2-594143 (Y*O),,
10h45m04.38s -59d41m47.75s,0.3345,26.1318,Helical Metric Schema,0.48,MATCH: Cl* Trumpler   14     MJ     474 (*),,
10h44m38.95s -59d39m44.59s,0.2054,6.1691,Minkowskian Baseline,4.46,MATCH: [W94d] Car II-W (Rad),,
10h45m13.09s -59d38m59.23s,0.3122,45.5573,Solenoidal Metric Schema (Iron),7.73,MATCH: Cl Trumpler   16    54 (*),,
10h45m13.14s -59d38m55.26s,0.3615,235.6619,Trefoil Metric Schema,8.16,MATCH: CXOGNC J104514.15-593858.0 (*),,
10h44m58.77s -59d41m05.95s,0.439,80.5815,Trefoil Metric Schema,5.2,MATCH: [HSB2012] 3234 (*),,
10h44m37.33s -59d42m37.51s,1.8769,116.2258,Spacetime Curvature Limit (Black Hole),8.52,MATCH: CXOGNC J104437.57-594245.8 (*),,
10h45m06.60s -59d42m19.09s,0.219,194.3958,Minkowskian Baseline,2.78,MATCH: Cl* Trumpler   14      Y     186 (*),,
10h45m05.59s -59d38m50.91s,0.2422,26.0723,Gasious Substrate Schema,10.82,MATCH: [HSB2012] 3446 (*),,
10h44m48.09s -59d42m57.23s,0.2421,575.1647,Localized Torsional Inflection,5.58,MATCH: 2MASS J10444877-5942594 (*),,
10h45m19.53s -59d43m35.74s,0.2991,52.9134,Solenoidal Metric Schema (Iron),9.48,MATCH: CXOGNC J104519.83-594326.5 (Y*O),,
10h45m16.36s -59d43m15.36s,0.4436,11.0617,Trefoil Metric Schema,1.62,MATCH: [ESK2003]  41 (*),,
10h44m53.40s -59d41m15.91s,0.2456,213.2464,Gasious Substrate Schema,11.55,MATCH: [HSB2012] 3106 (*),,
10h45m14.18s -59d42m45.86s,1.663,55.1159,Spacetime Curvature Limit (Black Hole),2.83,MATCH: 2MASS J10451452-5942470 (*),,
10h45m05.62s -59d39m29.30s,0.3066,134.5072,Solenoidal Metric Schema (Iron),8.94,MATCH: [HSB2012] 3444 (*),,
10h45m13.55s -59d39m05.95s,0.5505,42.7723,Metric Spacetime Anomaly,6.44,MATCH: Cl Trumpler   16    54 (*),,
10h44m43.75s -59d38m49.54s,0.2362,541.1483,Localized Torsional Inflection,3.35,MATCH: CXOGNC J104444.12-593851.3 (*),,
10h44m45.66s -59d43m31.36s,0.2607,57.3477,Gasious Substrate Schema,7.17,MATCH: Cl Trumpler   16    48 (*),,
10h45m04.27s -59d40m26.08s,0.3045,39.9047,Solenoidal Metric Schema (Iron),9.41,MATCH: CXOGNC J104503.44-594033.1 (*),,
10h44m42.82s -59d38m04.70s,0.3321,100.2032,Helical Metric Schema,3.02,MATCH: Cl Trumpler   16    45 (*),,
10h45m04.38s -59d40m58.15s,0.2325,181.2414,Gasious Substrate Schema,5.55,MATCH: Cl Trumpler   16    64 (*),,
10h44m49.48s -59d41m36.95s,0.6194,57.6881,Metric Spacetime Anomaly,3.77,MATCH: CXOGNC J104449.05-594134.9 (*),,
10h45m00.64s -59d39m58.76s,0.2904,116.3941,Solenoidal Metric Schema (Iron),7.12,MATCH: Cl Trumpler   16    38 (*),,
10h45m06.93s -59d43m20.06s,0.6316,83.1675,Metric Spacetime Anomaly,4.27,MATCH: 2MASS J10450647-5943227 (*),,
10h44m46.98s -59d38m12.15s,0.2339,33.6441,Gasious Substrate Schema,9.96,MATCH: 2MASS J10444566-5938110 (*),,
10h45m18.36s -59d43m13.07s,0.4507,82.6416,Metric Spacetime Anomaly,7.6,MATCH: CXOGNC J104518.10-594305.7 (*),,
10h45m21.81s -59d39m51.55s,0.3826,53.3284,Trefoil Metric Schema,9.98,MATCH: [HSB2012] 3821 (*),,
10h45m00.86s -59d41m26.51s,0.2671,51.4164,Gasious Substrate Schema,10.82,MATCH: CXOGNC J104501.76-594118.1 (*),,
10h44m39.52s -59d44m15.40s,0.22,389.9662,Minkowskian Baseline,5.62,MATCH: [HSB2012] 2733 (*),,
10h44m49.55s -59d44m10.13s,0.245,91.1132,Gasious Substrate Schema,4.57,MATCH: CXOGNC J104450.15-594410.5 (*),,
10h45m04.42s -59d37m29.02s,0.2527,65.8956,Gasious Substrate Schema,0.74,MATCH: 2MASS J10450445-5937298 (Ae*),,
10h45m05.48s -59d38m47.27s,0.1924,61.8582,Minkowskian Baseline,8.74,MATCH: [HSB2012] 3446 (*),,
10h45m15.16s -59d43m49.42s,0.2482,28.8566,Gasious Substrate Schema,2.78,MATCH: [HSB2012] 3666 (*),,
10h45m13.69s -59d43m44.48s,0.4507,11.5632,Metric Spacetime Anomaly,4.98,MATCH: CXOGNC J104513.92-594339.8 (*),,
10h44m32.64s -59d42m09.86s,0.2177,382.762,Minkowskian Baseline,4.23,MATCH: CXOGNC J104432.99-594213.1 (*),,
10h45m09.75s -59d43m50.03s,0.2604,182.8202,Gasious Substrate Schema,1.66,MATCH: 2MASS J10450994-5943492 (Ae*),,
10h44m54.95s -59d38m13.17s,0.3269,106.2636,Helical Metric Schema,9.09,MATCH: [HSB2012] 3092 (*),,
10h45m07.70s -59d43m22.25s,0.3312,37.2936,Helical Metric Schema,5.65,MATCH: [HSB2012] 3483 (*),,
10h44m50.60s -59d43m09.35s,0.3249,10.8769,Helical Metric Schema,8.63,MATCH: Cl Trumpler   16    47 (*),,
10h45m11.83s -59d44m19.79s,0.3418,46.9637,Helical Metric Schema,7.87,MATCH: CPD-59  2636 (**),,
10h45m00.56s -59d42m43.34s,0.5046,49.8194,Metric Spacetime Anomaly,2.97,MATCH: CXOGNC J104500.88-594244.9 (*),,
10h44m48.60s -59d41m55.62s,0.2499,75.7451,Gasious Substrate Schema,5.56,MATCH: PCYC 687 (Y*O),,
10h45m06.39s -59d40m36.23s,0.2083,4.2411,Minkowskian Baseline,11.48,MATCH: CXOGNC J104505.21-594044.0 (*),,
10h44m45.59s -59d43m16.24s,0.4168,26.1077,Trefoil Metric Schema,10.43,MATCH: Cl Trumpler   16    48 (*),,
10h44m33.40s -59d42m48.55s,0.2947,182.7768,Solenoidal Metric Schema (Iron),4.21,MATCH: CXOGNC J104433.94-594247.5 (*),,
10h45m04.21s -59d42m24.64s,0.6075,70.6699,Metric Spacetime Anomaly,4.65,MATCH: CXOGNC J104503.80-594221.1 (*),,
10h44m56.01s -59d42m44.57s,0.3937,122.7766,Trefoil Metric Schema,2.45,MATCH: GES J10445620-5942467 (*),,
10h44m31.89s -59d41m39.08s,0.4929,3.6426,Metric Spacetime Anomaly,7.05,MATCH: CXOGNC J104432.61-594143.5 (*),,
10h44m55.85s -59d41m45.01s,0.2354,5.667,Gasious Substrate Schema,6.68,MATCH: CXOGNC J104456.35-594139.5 (*),,
10h44m46.20s -59d40m51.75s,1.2835,6.2344,Metric Spacetime Anomaly,6.94,MATCH: [HSB2012] 2852 (*),,
10h44m33.41s -59d40m24.02s,0.335,101.4667,Helical Metric Schema,4.35,MATCH: CPD-59  2583 (Y*O),,
10h45m07.37s -59d41m55.32s,0.4336,18.2588,Trefoil Metric Schema,5.08,MATCH: CPD-59  2627 (*),,
10h44m59.86s -59d40m34.63s,0.2783,105.4899,Gasious Substrate Schema,5.85,MATCH: CXOGNC J104500.61-594033.4 (*),,
10h45m03.96s -59d40m48.17s,0.2124,178.7952,Minkowskian Baseline,8,MATCH: DETWC Tr 16 J104503.7-594040 (*),,
10h45m01.64s -59d42m28.75s,0.2716,93.2851,Gasious Substrate Schema,2.52,MATCH: GES J10450160-5942314 (*),,
10h45m11.51s -59d38m24.58s,0.2127,77.5541,Minkowskian Baseline,7.78,MATCH: Cl* Trumpler   14      Y     112 (*),,
10h45m06.02s -59d38m57.58s,0.3685,58.8316,Trefoil Metric Schema,11.85,MATCH: DETWC Tr 16 J104504.7-593904 (*),,
10h44m51.01s -59d38m17.70s,0.3808,172.202,Trefoil Metric Schema,14.41,MATCH: [HSB2012] 2955 (*),,
10h45m08.62s -59d44m04.78s,0.4174,198.4654,Localized Torsional Inflection,4.53,MATCH: 2MASS J10450827-5944085 (*),,
10h44m56.95s -59d40m06.62s,0.2446,117.4069,Gasious Substrate Schema,4.01,MATCH: CXOGNC J104456.61-594003.5 (*),,
10h44m45.15s -59d43m49.46s,0.4564,112.0071,Metric Spacetime Anomaly,1.85,MATCH: [HSB2012] 2844 (*),,
10h45m22.68s -59d42m08.93s,0.2306,232.5511,Localized Torsional Inflection,7.55,MATCH: CXOGNC J104521.75-594206.0 (*),,
10h45m03.08s -59d38m20.57s,0.2269,49.0148,Gasious Substrate Schema,1.55,MATCH: [GG2014] 218 (cor),,
10h44m40.06s -59d39m48.37s,0.9268,193.5109,Baryonic Metric Substrate,13.29,MATCH: [W94d] Car II-W (Rad),,
10h45m09.54s -59d40m18.42s,0.3799,3.0525,Trefoil Metric Schema,2.94,MATCH: CXOGNC J104509.92-594018.4 (*),,
10h44m57.82s -59d44m39.00s,0.5377,9.747,Metric Spacetime Anomaly,5.51,MATCH: DETWC Tr 16 J104457.4-594443 (*),,
10h44m27.43s -59d41m17.27s,0.265,109.7229,Gasious Substrate Schema,9.53,MATCH: 2MASS J10442835-5941238 (*),,
10h45m05.23s -59d38m43.41s,0.5651,7.1839,Metric Spacetime Anomaly,8.11,MATCH: [HSB2012] 3436 (*),,
10h44m57.64s -59d44m09.45s,0.3068,1.9818,Solenoidal Metric Schema (Iron),5.77,MATCH: DETWC Tr 16 J104457.4-594415 (*),,
10h44m38.24s -59d39m21.85s,0.233,256.997,Gasious Substrate Schema,6.72,MATCH: CXOGNC J104437.72-593927.2 (*),,
10h45m02.12s -59d41m13.36s,0.4937,152.0662,Metric Spacetime Anomaly,4.65,MATCH: CXOGNC J104502.00-594117.9 (X),,
10h44m41.90s -59d42m35.12s,0.3976,0.4056,Trefoil Metric Schema,8.26,MATCH: 2MASS J10444215-5942431 (Y*O),,
10h45m11.57s -59d39m44.64s,0.2995,9.7559,Solenoidal Metric Schema (Iron),15.25,MATCH: [HSB2012] 3564 (*),,
10h44m37.63s -59d39m37.01s,0.6773,215.5891,Metric Spacetime Anomaly,8.36,MATCH: [W94d] Car II-W (Rad),,
10h44m59.67s -59d38m39.51s,0.397,14.5943,Trefoil Metric Schema,5.77,MATCH: DETWC Tr 16 J104500.4-593839 (*),,
10h45m07.03s -59d41m39.01s,0.2722,12.2449,Gasious Substrate Schema,2.29,MATCH: GES J10450680-5941410 (*),,
10h45m23.02s -59d40m48.87s,0.3019,141.6704,Solenoidal Metric Schema (Iron),8.64,MATCH: 2MASS J10452200-5940527 (*),,
10h45m01.16s -59d42m20.39s,0.2189,24.1145,Minkowskian Baseline,2.96,MATCH: CXOGNC J104501.51-594219.1 (*),,
10h45m13.28s -59d42m54.43s,0.2931,8.7906,Solenoidal Metric Schema (Iron),3.7,MATCH: Cl* Trumpler   14      Y     200 (*),,
10h44m55.99s -59d39m37.45s,0.2697,19.4182,Gasious Substrate Schema,7.58,MATCH: [HSB2012] 3151 (*),,
10h44m55.39s -59d44m09.12s,0.2348,10.14,Gasious Substrate Schema,6.5,MATCH: Cl* Trumpler   14      Y     215 (*),,
10h45m24.81s -59d41m44.38s,0.2742,0.6041,Gasious Substrate Schema,8.41,MATCH: 2MASS J10452370-5941446 (Y*O),,
10h45m00.11s -59d39m06.83s,0.5829,76.0098,Metric Spacetime Anomaly,1.86,MATCH: GES J10450020-5939088 (*),,
10h44m43.96s -59d40m41.10s,0.6,86.165,Metric Spacetime Anomaly,10.26,MATCH: DETWC Tr 16 J104443.0-594034 (*),,
10h45m20.16s -59d39m07.19s,0.2441,121.2198,Gasious Substrate Schema,11.76,MATCH: CXOGNC J104518.75-593912.1 (*),,
10h45m14.56s -59d42m05.07s,0.5825,217.1686,Metric Spacetime Anomaly,7.12,MATCH: DETWC Tr 16 J104515.0-594211 (*),,
10h44m51.96s -59d42m42.49s,0.2606,143.9673,Gasious Substrate Schema,10.81,MATCH: Cl* Trumpler   14      Y     176 (*),,
10h45m00.93s -59d38m57.00s,0.3725,194.4698,Trefoil Metric Schema,3.91,MATCH: [ESK2003]  69 (*),,
10h44m33.60s -59d39m27.44s,0.3012,732.9578,Localized Torsional Inflection,10.8,MATCH: 2MASS J10443245-5939209 (*),,
10h45m00.51s -59d37m31.69s,0.26,119.285,Gasious Substrate Schema,0.65,MATCH: 2MASS J10450054-5937314 (*),,
10h44m48.33s -59d41m04.49s,0.311,89.1784,Solenoidal Metric Schema (Iron),9.36,MATCH: CXOGNC J104448.37-594113.9 (*),,
10h45m17.16s -59d41m21.89s,0.2385,50.8964,Gasious Substrate Schema,1.88,MATCH: Cl Trumpler   16   239 (*),,
10h45m04.87s -59d42m31.78s,0.2872,77.7064,Localized Torsional Inflection,6.01,MATCH: [HSB2012] 3373 (*),,
10h44m43.46s -59d38m04.52s,0.2363,28.841,Gasious Substrate Schema,6.3,MATCH: 2MASS J10444276-5938013 (*),,
10h44m50.02s -59d42m24.40s,0.1672,405.7777,Minkowskian Baseline,1.58,MATCH: CXOGNC J104450.19-594223.5 (*),,
10h45m00.31s -59d42m40.88s,0.2006,169.8659,Minkowskian Baseline,4.4,MATCH: CXOGNC J104500.87-594239.7 (*),,
10h45m08.39s -59d37m48.44s,0.2325,177.8999,Gasious Substrate Schema,8.27,MATCH: [HSB2012] 3521 (*),,
10h45m10.32s -59d42m01.35s,0.5306,5.8661,Metric Spacetime Anomaly,3.99,MATCH: [HSB2012] 3571 (*),,
10h45m00.33s -59d42m05.11s,0.1734,364.0237,Minkowskian Baseline,2.54,MATCH: CXOGNC J104500.56-594203.2 (*),,
10h44m35.00s -59d42m21.74s,0.2624,97.2451,Gasious Substrate Schema,2.19,MATCH: DETWC Tr 16 J104435.2-594223 (*),,
10h45m00.08s -59d43m43.72s,0.2114,6.6171,Minkowskian Baseline,4.12,MATCH: CXOGNC J104500.31-594339.9 (*),,
10h45m06.77s -59d39m15.91s,0.3645,92.0839,Trefoil Metric Schema,1.97,MATCH: [CB95] B (Cld),,
10h44m37.64s -59d38m15.29s,0.278,97.8442,Gasious Substrate Schema,10.36,MATCH: [GG2014] 190 (cor),,
10h44m36.22s -59d39m56.30s,0.2555,97.2779,Gasious Substrate Schema,8.78,MATCH: Cl Trumpler   16    14 (Y*O),,
10h44m54.78s -59d37m14.03s,0.4177,142.4961,Trefoil Metric Schema,0.54,MATCH: GES J10445475-5937146 (*),,
10h44m58.96s -59d38m41.16s,0.2465,1.1348,Gasious Substrate Schema,2.2,MATCH: DETWC Tr 16 J104458.8-593843 (*),,
10h44m45.23s -59d42m59.77s,0.2342,126.6392,Gasious Substrate Schema,4.79,MATCH: CXOGNC J104444.59-594259.7 (*),,
10h44m40.77s -59d42m28.53s,0.3948,19.3346,Trefoil Metric Schema,7.54,MATCH: CXOGNC J104440.26-594222.0 (*),,
10h44m55.83s -59d43m10.87s,0.3346,17.6332,Helical Metric Schema,1.53,MATCH: CXOGNC J104455.62-594310.8 (*),,
10h44m57.75s -59d44m30.28s,0.5122,156.3381,Metric Spacetime Anomaly,5.96,MATCH: CXOGNC J104457.10-594433.7 (*),,
10h44m54.46s -59d44m17.13s,0.2033,120.2635,Minkowskian Baseline,6.72,MATCH: 2MASS J10445438-5944239 (Y*O),,
10h45m11.66s -59d41m15.56s,0.3219,86.9989,Helical Metric Schema,0.59,MATCH: Cl Trumpler   16    71 (*),,
10h45m09.74s -59d41m43.97s,0.2407,20.5449,Gasious Substrate Schema,3.26,MATCH: [HSB2012] 3547 (*),,
10h45m10.48s -59d44m18.18s,0.3991,16.2109,Trefoil Metric Schema,5.53,MATCH: CXOGNC J104510.66-594423.5 (*),,
10h45m01.76s -59d40m40.16s,0.322,216.0309,Helical Metric Schema,4.52,MATCH: CXOGNC J104501.27-594037.5 (*),,
10h44m30.03s -59d40m12.73s,0.2999,80.488,Localized Torsional Inflection,10.59,MATCH: CXOGNC J104430.76-594021.7 (*),,
10h45m16.80s -59d41m00.23s,0.2756,31.1826,Gasious Substrate Schema,2.66,MATCH: DETWC Tr 16 J104516.6-594102 (*),,
10h44m48.24s -59d39m43.35s,0.4073,309.424,Trefoil Metric Schema,14.22,MATCH: CXOGNC J104447.49-593930.3 (*),,
10h45m02.44s -59d38m25.83s,0.9975,160.3622,Baryonic Metric Substrate,5.72,MATCH: [GG2014] 218 (cor),,
10h44m59.76s -59d43m11.68s,1.006,284.4042,Baryonic Metric Substrate,3.32,MATCH: CPD-59  2618 (Y*O),,
10h45m11.30s -59d38m33.24s,0.2349,307.5836,Localized Torsional Inflection,7.88,MATCH: Cl* Trumpler   14      Y     112 (*),,
10h44m38.27s -59d40m56.83s,0.9697,82.5935,Baryonic Metric Substrate,9.07,MATCH: 2MASS J10443885-5941047 (Y*O),,
10h45m09.91s -59d44m20.88s,0.4447,1.2303,Trefoil Metric Schema,6.27,MATCH: CXOGNC J104510.66-594423.5 (*),,
10h44m53.52s -59d39m43.23s,0.1958,308.1747,Minkowskian Baseline,9.92,MATCH: DETWC Tr 16 J104452.6-593936 (*),,
10h45m06.58s -59d38m23.14s,0.5197,68.0173,Metric Spacetime Anomaly,7.31,MATCH: [GG2014] 224 (cor),,
10h45m15.04s -59d39m55.79s,0.2649,16.6525,Gasious Substrate Schema,10.2,MATCH: CXOGNC J104516.31-593959.0 (*),,
10h45m19.04s -59d42m31.76s,0.2207,176.7912,Gasious Substrate Schema,9.53,MATCH: CXOGNC J104517.80-594230.0 (*),,
10h44m59.63s -59d41m59.38s,0.3666,72.4503,Trefoil Metric Schema,2.87,MATCH: NAME Little Homunculus (ISM),,
10h45m20.60s -59d41m32.71s,0.7087,20.9297,Metric Spacetime Anomaly,0.13,MATCH: CXOGNC J104520.65-594132.2 (*),,
10h44m47.11s -59d40m05.90s,0.2032,11.5067,Minkowskian Baseline,6.18,MATCH: CXOGNC J104447.40-594011.6 (*),,
10h45m13.75s -59d42m19.36s,0.4705,54.9794,Metric Spacetime Anomaly,7.77,MATCH: [HSB2012] 3662 (*),,
10h44m54.71s -59d44m12.00s,0.6447,60.5103,Metric Spacetime Anomaly,2.25,MATCH: Cl* Trumpler   14      Y     215 (*),,
10h44m53.32s -59d42m18.21s,0.2103,108.4132,Minkowskian Baseline,4.64,MATCH: 2MASS J10445296-5942221 (*),,
10h45m18.18s -59d43m16.70s,0.2275,298.6741,Localized Torsional Inflection,10.99,MATCH: CXOGNC J104518.10-594305.7 (*),,
10h44m52.06s -59d42m22.32s,0.2195,207.7325,Minkowskian Baseline,6.9,MATCH: 2MASS J10445296-5942221 (*),,
10h44m37.97s -59d42m10.68s,0.3009,41.4782,Solenoidal Metric Schema (Iron),2.16,MATCH: CXOGNC J104437.69-594211.2 (*),,
10h44m57.04s -59d41m38.23s,0.4004,41.0722,Trefoil Metric Schema,5.06,MATCH: [HSB2012] 3182 (*),,
10h45m06.79s -59d38m46.74s,0.3425,141.3118,Helical Metric Schema,5.59,MATCH: [HSB2012] 3446 (*),,
10h45m03.63s -59d43m30.32s,0.7341,53.0929,Metric Spacetime Anomaly,7.91,MATCH: CXOGNC J104502.61-594332.1 (*),,
10h44m48.76s -59d38m33.57s,0.7664,45.5421,Metric Spacetime Anomaly,9.14,MATCH: 2MASS J10444891-5938245 (Y*O),,
10h44m26.90s -59d41m29.61s,0.2344,180.1517,Gasious Substrate Schema,12.54,MATCH: 2MASS J10442835-5941238 (*),,
