SECTOR A,Singularities,,,,,ANALYSIS,
12h30m50.35s +12d23m35.34s,0.3864,70.5906,Trefoil Metric Schema,2.28,MATCH: [JPB2009] 187.7099166+12.3938529 (GlC),,
12h30m47.22s +12d24m26.12s,0.2243,35.6856,Gasious Substrate Schema,3.46,MATCH: [JPB2009] 187.6965474+12.4081969 (Gl?),,
12h30m47.16s +12d22m12.21s,0.3628,19.5767,Trefoil Metric Schema,1.29,MATCH: [JPB2009] 187.6961864+12.3702457 (Gl?),,
12h30m45.12s +12d25m24.17s,0.3109,38.574,Solenoidal Metric Schema (Iron),4.48,MATCH: [PLP2016] 187.689243+12.423660 (Gl?),,
12h30m50.96s +12d23m24.85s,0.1922,160.3694,Minkowskian Baseline,0.89,MATCH: [SGT2004] J123050.90+122325.0 (X),,
12h30m44.06s +12d24m09.54s,0.2408,21.2001,Gasious Substrate Schema,4.86,MATCH: [JPB2009] 187.6848964+12.4022276 (GlC),,
12h30m53.20s +12d24m08.88s,0.8512,22.9649,Baryonic Metric Substrate,0.7,MATCH: [JPB2009] 187.7218646+12.4024708 (GlC),,
12h30m42.52s +12d24m23.98s,0.3605,44.8356,Trefoil Metric Schema,5.12,MATCH: [PLP2016] 187.675941+12.405928 (GlC),,
12h30m51.40s +12d23m16.44s,0.3059,59.3263,Solenoidal Metric Schema (Iron),2.04,MATCH: [JPB2009] 187.7138342+12.3883629 (GlC),,
12h30m52.46s +12d23m07.07s,0.1887,86.4725,Minkowskian Baseline,0.88,MATCH: [JPB2009] 187.7187230+12.3850934 (GlC),,
12h30m45.49s +12d21m37.97s,0.5926,189.6045,Metric Spacetime Anomaly,5.89,MATCH: [PLP2016] 187.690891+12.359567 (GlC),,
12h30m51.58s +12d23m03.42s,0.3905,165.4497,Trefoil Metric Schema,2.19,MATCH: [JPB2009] 187.7148222+12.3848850 (Gl?),,
12h30m50.31s +12d24m38.98s,0.1905,504.8425,Minkowskian Baseline,0.98,MATCH: [JPB2009] 187.7095621+12.4110932 (GlC),,
12h30m52.22s +12d21m49.63s,0.2456,110.1988,Gasious Substrate Schema,2.94,MATCH: [PLP2016] 187.716987+12.363181 (GlC),,
12h30m46.36s +12d24m21.10s,0.2758,70.9588,Gasious Substrate Schema,1.41,MATCH: [JPB2009] 187.6928096+12.4058021 (GlC),,
12h30m41.59s +12d24m02.21s,0.6775,44.9915,Metric Spacetime Anomaly,2.07,MATCH: [PLP2016] 187.673153+12.400078 (GlC),,
12h30m46.46s +12d22m31.22s,0.3116,76.9518,Solenoidal Metric Schema (Iron),1.38,MATCH: [JPB2009] 187.6939269+12.3751564 (GlC),,
12h30m44.79s +12d24m00.16s,0.3104,3.3877,Solenoidal Metric Schema (Iron),2.19,MATCH: [JPB2009] 187.6872490+12.4000395 (Gl?),,
12h30m47.11s +12d25m27.45s,0.3116,14.9016,Solenoidal Metric Schema (Iron),4.13,MATCH: [PLP2016] 187.697404+12.423919 (Gl?),,
12h30m47.90s +12d23m13.63s,0.376,32.331,Trefoil Metric Schema,1.38,MATCH: [JPB2009] 187.6996799+12.3874900 (Gl?),,
12h30m54.43s +12d23m38.09s,0.2157,23.7785,Minkowskian Baseline,2.81,MATCH: [JPB2009] 187.7275110+12.3935716 (Gl?),,
12h30m45.44s +12d24m24.25s,0.2664,35.8341,Gasious Substrate Schema,1.16,MATCH: [JPB2009] 187.6892720+12.4064197 (Gl?),,
12h30m48.41s +12d24m24.02s,0.2888,53.3061,Solenoidal Metric Schema (Iron),2.14,MATCH: [JPB2009] 187.7020455+12.4061759 (GlC),,
12h30m50.64s +12d23m47.55s,0.677,171.158,Localized Torsional Inflection,0.33,MATCH: [JPB2009] 187.7110074+12.3966325 (Gl?),,
12h30m47.53s +12d22m29.52s,0.5407,46.913,Metric Spacetime Anomaly,3.09,MATCH: [JPB2009] 187.6971634+12.3749142 (Gl?),,
12h30m50.54s +12d21m34.89s,0.239,17.8352,Gasious Substrate Schema,4.11,MATCH: [PLP2016] 187.710360+12.358571 (Gl?),,
12h30m38.94s +12d23m45.06s,0.3579,4.265,Helical Metric Schema,5.38,MATCH: [SFH81] 1309 (GlC),,
12h30m49.91s +12d24m16.37s,0.1951,71.9832,Minkowskian Baseline,2.98,MATCH: [JPB2009] 187.7075965+12.4052944 (GlC),,
12h30m52.56s +12d24m03.63s,0.2395,18.9733,Gasious Substrate Schema,1.82,MATCH: [JPB2009] 187.7193739+12.4006568 (GlC),,
12h30m41.73s +12d23m26.55s,0.2533,70.6531,Localized Torsional Inflection,3.99,MATCH: [PLP2016] 187.673023+12.391439 (Gl?),,
12h30m51.78s +12d22m26.62s,0.6171,122.3767,Metric Spacetime Anomaly,3.17,MATCH: [JPB2009] 187.7152448+12.3733332 (GlC),,
12h30m44.50s +12d25m03.55s,0.4548,82.067,Metric Spacetime Anomaly,1.98,MATCH: [JPB2009] 187.6853670+12.4171045 (Gl?),,
12h30m52.47s +12d24m38.41s,0.3272,41.0857,Helical Metric Schema,1.74,MATCH: [JPB2009] 187.7188612+12.4102444 (GlC),,
12h30m48.38s +12d23m07.97s,0.287,44.9466,Solenoidal Metric Schema (Iron),2.22,MATCH: [JPB2009] 187.7021826+12.3853520 (GlC),,
12h30m44.86s +12d21m55.32s,0.2334,115.4042,Localized Torsional Inflection,3.49,MATCH: [JPB2009] 187.6873946+12.3645982 (GlC),,
12h30m44.65s +12d24m30.99s,0.4227,6.0173,Trefoil Metric Schema,3.1,MATCH: CXOU J123044.7+122434 (X),,
12h30m46.09s +12d23m04.77s,0.2057,79.518,Minkowskian Baseline,0.27,MATCH: [JPB2009] 187.6919787+12.3847030 (Gl?),,
12h30m48.92s +12d23m56.28s,0.2592,316.2062,Localized Torsional Inflection,3.65,MATCH: [JPB2009] 187.7029674+12.3984071 (Gl?),,
12h30m46.93s +12d22m16.17s,0.2691,324.6491,Localized Torsional Inflection,2.54,MATCH: [JPB2009] 187.6955582+12.3718646 (GlC),,
12h30m41.61s +12d21m54.83s,0.2531,22.5477,Gasious Substrate Schema,1.57,MATCH: [JCF90] NGC  4486  49 (PN?),,
12h30m50.34s +12d23m31.65s,0.1953,351.3121,Minkowskian Baseline,0.68,MATCH: CXOU J123050.3+122332 (X),,
12h30m53.15s +12d23m06.02s,1.0752,41.377,Baryonic Metric Substrate,4.15,MATCH: [JPB2009] 187.7210254+12.3860769 (GlC),,
12h30m52.45s +12d24m41.92s,0.5243,22.2628,Metric Spacetime Anomaly,5.16,MATCH: [JPB2009] 187.7188612+12.4102444 (GlC),,
12h30m47.27s +12d22m38.28s,0.2579,51.4786,Gasious Substrate Schema,2.8,MATCH: [JPB2009] 187.6963831+12.3778385 (GlC),,
12h30m38.89s +12d22m56.58s,0.3494,14.7154,Helical Metric Schema,7.42,MATCH: CXOU J123038.9+122304 (X),,
12h30m48.06s +12d22m32.31s,0.5916,353.936,Localized Torsional Inflection,2.62,MATCH: [JPB2009] 187.7005023+12.3749557 (Gl?),,
12h30m48.28s +12d23m23.97s,0.3139,349.7919,Solenoidal Metric Schema (Iron),1.04,MATCH: [JPB2009] 187.7011757+12.3902817 (GlC),,
12h30m43.89s +12d25m08.13s,0.3205,37.6707,Helical Metric Schema,2.98,MATCH: [PLP2016] 187.682269+12.418395 (Gl?),,
12h30m46.66s +12d23m31.22s,0.218,25.6353,Minkowskian Baseline,2.53,MATCH: [JPB2009] 187.6937156+12.3921591 (GlC),,
12h30m50.04s +12d21m50.15s,0.2719,64.3559,Gasious Substrate Schema,2.1,MATCH: [JPB2009] 187.7085588+12.3633492 (GlC),,
12h30m44.70s +12d23m30.93s,0.2909,235.9524,Solenoidal Metric Schema (Iron),0.9,MATCH: [JPB2009] 187.6861876+12.3916819 (GlC),,
12h30m40.41s +12d23m12.26s,1.1742,119.3467,Baryonic Metric Substrate,6.01,MATCH: EXMS B1228+126 (X),,
12h30m43.44s +12d24m53.27s,0.2354,83.4139,Gasious Substrate Schema,10.05,MATCH: CXOU J123044.1+122456 (X),,
12h30m41.65s +12d22m10.49s,0.6837,57.8233,Metric Spacetime Anomaly,4.43,MATCH: [ZS2020] cCGs-2185 (CGG),,
12h30m47.59s +12d23m56.41s,0.5709,102.2292,Metric Spacetime Anomaly,3.51,MATCH: [JPB2009] 187.6976151+12.3997184 (Gl?),,
12h30m53.36s +12d24m28.67s,0.4206,152.0143,Trefoil Metric Schema,2.33,MATCH: [JPB2009] 187.7219573+12.4084977 (GlC),,
12h30m50.63s +12d22m07.22s,0.4837,94.0119,Metric Spacetime Anomaly,3.4,MATCH: [JPB2009] 187.7119163+12.3685534 (GlC),,
12h30m45.55s +12d23m20.50s,1.212,235.2782,Localized Torsional Inflection,1.42,MATCH: [JPB2009] 187.6895175+12.3887366 (Gl?),,
12h30m46.51s +12d23m31.46s,0.2205,6.007,Gasious Substrate Schema,0.41,MATCH: [JPB2009] 187.6937156+12.3921591 (GlC),,
12h30m48.78s +12d21m53.02s,0.6305,3.8134,Metric Spacetime Anomaly,1.74,MATCH: [JCF90] NGC  4486 287 (PN?),,
12h30m52.21s +12d22m08.34s,0.2529,162.0159,Gasious Substrate Schema,2.56,MATCH: [JPB2009] 187.7174582+12.3696891 (GlC),,
12h30m47.34s +12d24m13.66s,0.4043,37.1647,Trefoil Metric Schema,1.58,MATCH: [JPB2009] 187.6976213+12.4040438 (GlC),,
12h30m44.09s +12d22m33.61s,0.5777,127.8558,Metric Spacetime Anomaly,0.88,MATCH: [JPB2009] 187.6836599+12.3757643 (GlC),,
12h30m47.66s +12d22m30.99s,0.7638,113.6177,Metric Spacetime Anomaly,3.14,MATCH: CXOU J123047.6+122234 (X),,
12h30m42.97s +12d24m58.31s,0.3754,5.8177,Trefoil Metric Schema,3.97,MATCH: [PLP2016] 187.678373+12.417078 (Gl?),,
12h30m43.44s +12d21m48.49s,0.8036,179.1023,Baryonic Metric Substrate,8.88,MATCH: [JPB2009] 187.6834284+12.3641480 (Gl?),,
12h30m43.03s +12d23m52.76s,0.3527,183.1028,Helical Metric Schema,2.98,MATCH: [PLP2016] 187.679204+12.398827 (GlC),,
12h30m48.36s +12d22m45.94s,0.2781,79.3919,Gasious Substrate Schema,0.8,MATCH: [JPB2009] 187.7012950+12.3793313 (GlC),,
12h30m43.24s +12d25m20.57s,0.8057,206.6282,Localized Torsional Inflection,3.91,MATCH: [SFH81] 1109 (*),,
12h30m44.79s +12d24m39.31s,0.1925,27.578,Minkowskian Baseline,3.68,MATCH: CXOU J123044.9+122436 (X),,
12h30m46.38s +12d25m23.71s,0.3449,26.9982,Helical Metric Schema,2.03,MATCH: [PLP2016] 187.693441+12.422731 (GlC),,
12h30m49.93s +12d23m23.58s,0.1881,40.9581,Minkowskian Baseline,1.98,MATCH: [JPB2009] 187.7085860+12.3897389 (GlC),,
12h30m44.56s +12d21m41.29s,0.2667,57.7865,Gasious Substrate Schema,1.42,MATCH: CXOU J123044.6+122140 (X),,
12h30m46.13s +12d22m58.05s,0.2398,102.8922,Gasious Substrate Schema,2.28,MATCH: [JPB2009] 187.6925210+12.3833452 (GlC),,
12h30m43.00s +12d24m33.59s,0.2616,17.2792,Gasious Substrate Schema,4.4,MATCH: [JCF90] NGC  4486  29 (PN?),,
12h30m50.63s +12d23m17.59s,0.3529,120.0376,Helical Metric Schema,1.92,MATCH: [JPB2009] 187.7105141+12.3885308 (GlC),,
12h30m45.70s +12d23m05.16s,0.2851,35.9007,Solenoidal Metric Schema (Iron),1.5,MATCH: [JPB2009] 187.6907223+12.3850593 (GlC),,
12h30m41.38s +12d22m44.36s,0.3796,109.5178,Trefoil Metric Schema,6.37,MATCH: [SRB2011] H42898 (GlC),,
12h30m51.39s +12d23m35.80s,0.4232,96.3044,Trefoil Metric Schema,2.76,MATCH: [SDL2016] Nova 20 (No*),,
12h30m49.06s +12d21m43.58s,0.2277,302.4218,Gasious Substrate Schema,2.8,MATCH: [JPB2009] 187.7044881+12.3628806 (GlC),,
12h30m52.76s +12d22m45.62s,0.2583,40.0791,Gasious Substrate Schema,3.87,MATCH: CXOU J123053.0+122244 (X),,
12h30m50.76s +12d22m13.77s,0.3684,12.4215,Trefoil Metric Schema,3.03,MATCH: [JPB2009] 187.7117435+12.3696833 (Gl?),,
12h30m48.25s +12d23m14.38s,0.4244,784.0694,Localized Torsional Inflection,0.69,MATCH: [JPB2009] 187.7009470+12.3871595 (GlC),,
12h30m46.49s +12d24m32.43s,0.3087,22.329,Solenoidal Metric Schema (Iron),1.66,MATCH: [JPB2009] 187.6932365+12.4089819 (GlC),,
12h30m52.12s +12d23m00.49s,0.1808,57.2736,Minkowskian Baseline,2.29,MATCH: [JPB2009] 187.7168131+12.3840026 (Gl?),,
12h30m49.09s +12d24m22.00s,0.5981,253.5221,Metric Spacetime Anomaly,1.79,MATCH: [JPB2009] 187.7048097+12.4057612 (GlC),,
12h30m47.23s +12d23m17.76s,0.2165,5.6352,Minkowskian Baseline,1.37,MATCH: KPBM red5 (GlC),,
12h30m52.93s +12d23m30.19s,0.3327,52.1555,Helical Metric Schema,2.95,MATCH: [JPB2009] 187.7207727+12.3909318 (Gl?),,
12h30m51.01s +12d23m27.03s,0.2122,37.7134,Minkowskian Baseline,1.46,MATCH: [SLH2023] Nova 74 (No*),,
12h30m52.66s +12d23m51.64s,0.2989,2.0802,Solenoidal Metric Schema (Iron),3.76,MATCH: [JPB2009] 187.7190563+12.3987318 (GlC),,
12h30m42.81s +12d21m39.36s,0.2007,131.8208,Minkowskian Baseline,4.71,MATCH: UGC  7652 (GiC),,
12h30m44.66s +12d24m00.36s,0.2666,3.3625,Gasious Substrate Schema,0.89,MATCH: [JPB2009] 187.6859168+12.4002845 (Gl?),,
12h30m46.37s +12d23m38.31s,0.1602,432.4312,Minkowskian Baseline,1.3,MATCH: [SLH2023] Nova 30 (No*),,
12h30m51.85s +12d24m27.93s,0.2725,174.7118,Gasious Substrate Schema,2.22,MATCH: [JPB2009] 187.7160234+12.4071433 (GlC),,
12h30m47.47s +12d24m40.76s,0.1708,92.6401,Minkowskian Baseline,4.92,MATCH: [CSP2015] N4486 2012-02d (No?),,
12h30m46.06s +12d24m52.65s,0.428,139.2795,Trefoil Metric Schema,3.77,MATCH: [JPB2009] 187.6913309+12.4137479 (Gl?),,
12h30m44.84s +12d22m54.28s,0.3461,5.1251,Helical Metric Schema,2.72,MATCH: [JCF90] NGC  4486 140 (PN?),,
12h30m43.34s +12d22m10.79s,0.8483,34.736,Baryonic Metric Substrate,2.06,MATCH: NGVS J123043.25+122212.4 (LSB),,
12h30m42.28s +12d23m21.86s,0.2634,11.2942,Gasious Substrate Schema,1.96,MATCH: [PLP2016] 187.676508+12.388974 (Gl?),,
12h30m45.99s +12d22m28.85s,0.2432,326.9524,Gasious Substrate Schema,3.43,MATCH: [JPB2009] 187.6925875+12.3745305 (Gl?),,
12h30m50.73s +12d23m04.00s,0.2945,44.4502,Solenoidal Metric Schema (Iron),2.8,MATCH: [JPB2009] 187.7106669+12.3847979 (GlC),,
12h30m44.47s +12d24m52.02s,0.1807,297.9302,Minkowskian Baseline,1.87,MATCH: [PLP2016] 187.685745+12.414180 (GlC),,
12h30m49.68s +12d24m20.56s,0.2832,153.2621,Solenoidal Metric Schema (Iron),1.67,MATCH: [SDL2016] Nova 28 (No*),,
12h30m41.56s +12d24m16.28s,0.7417,323.5693,Metric Spacetime Anomaly,4.26,MATCH: [PLP2016] 187.674048+12.403682 (GlC),,
12h30m51.03s +12d23m18.71s,0.3507,68.8166,Helical Metric Schema,0.91,MATCH: [JPB2009] 187.7128024+12.3887159 (GlC),,
12h30m40.55s +12d23m29.00s,1.1802,0.5107,Baryonic Metric Substrate,1.96,MATCH: [PLP2016] 187.669088+12.391917 (Gl?),,
12h30m47.45s +12d22m06.84s,0.2341,22.4794,Gasious Substrate Schema,2.36,MATCH: [JPB2009] 187.6982875+12.3682377 (GlC),,
12h30m44.37s +12d22m29.43s,0.6223,7.3777,Metric Spacetime Anomaly,0.7,MATCH: [JPB2009] 187.6846769+12.3748328 (GlC),,
12h30m45.94s +12d22m23.07s,0.228,15.5151,Gasious Substrate Schema,1.57,MATCH: [JPB2009] 187.6918527+12.3729815 (GlC),,
12h30m48.92s +12d22m24.74s,0.2271,2.9818,Gasious Substrate Schema,4.11,MATCH: [SFH81] 9051 (GlC),,
12h30m49.60s +12d23m21.31s,0.2171,108.6462,Minkowskian Baseline,2.04,MATCH: [SLH2023] Nova 44 (No*),,
12h30m54.00s +12d23m14.41s,0.3191,149.1842,Localized Torsional Inflection,1.88,MATCH: [JPB2009] 187.7254768+12.3871002 (GlC),,
12h30m41.99s +12d23m12.72s,0.5133,51.9435,Metric Spacetime Anomaly,3.93,MATCH: [PLP2016] 187.675801+12.386151 (Gl?),,
12h30m48.43s +12d22m59.82s,0.4357,18.1077,Trefoil Metric Schema,1.72,MATCH: [JPB2009] 187.7019992+12.3837145 (GlC),,
12h30m46.11s +12d22m12.86s,1.5604,53.8892,Spacetime Curvature Limit (Black Hole),2.7,MATCH: [JPB2009] 187.6921275+12.3709896 (Gl?),,
12h30m47.72s +12d23m28.92s,0.3066,55.3039,Localized Torsional Inflection,0.96,MATCH: [JPB2009] 187.6985760+12.3912758 (GlC),,
12h30m43.78s +12d23m52.73s,1.7005,50.0048,Spacetime Curvature Limit (Black Hole),3.36,MATCH: [PLP2016] 187.681606+12.398474 (Gl?),,
12h30m41.63s +12d23m59.56s,0.2292,22.8465,Gasious Substrate Schema,1.33,MATCH: [PLP2016] 187.673153+12.400078 (GlC),,
12h30m46.21s +12d23m32.67s,0.5603,103.6136,Metric Spacetime Anomaly,1.32,MATCH: [JPB2009] 187.6924296+12.3927576 (GlC),,
12h30m42.56s +12d23m26.67s,0.4815,17.9664,Metric Spacetime Anomaly,3.25,MATCH: [SFH81] 1157 (GlC),,
12h30m43.70s +12d21m55.24s,0.3902,33.8105,Trefoil Metric Schema,5.27,MATCH: [JPB2009] 187.6829386+12.3665472 (Gl?),,
12h30m46.87s +12d23m40.78s,0.3272,119.2107,Helical Metric Schema,3.92,MATCH: [JPB2009] 187.6945947+12.3955095 (GlC),,
12h30m48.12s +12d22m51.65s,0.3625,222.3143,Localized Torsional Inflection,2.99,MATCH: [JPB2009] 187.7004142+12.3801873 (GlC),,
12h30m48.02s +12d25m26.60s,0.2567,371.461,Localized Torsional Inflection,7.25,MATCH: [PLP2016] 187.699324+12.425927 (Gl?),,
12h30m44.10s +12d24m22.34s,0.2842,5.2552,Solenoidal Metric Schema (Iron),3.92,MATCH: [JPB2009] 187.6843421+12.4071274 (GlC),,
12h30m43.38s +12d24m03.49s,0.4953,65.7269,Metric Spacetime Anomaly,3.19,MATCH: [PLP2016] 187.681221+12.400211 (Gl?),,
12h30m49.99s +12d24m31.45s,0.5144,9.2974,Metric Spacetime Anomaly,1.03,MATCH: [JPB2009] 187.7080074+12.4088060 (Gl?),,
12h30m49.85s +12d22m22.12s,0.2566,3.463,Gasious Substrate Schema,0.78,MATCH: [JPB2009] 187.7077776+12.3726063 (Gl?),,
12h30m53.68s +12d22m26.08s,0.6446,231.2876,Metric Spacetime Anomaly,6.37,MATCH: [JPB2009] 187.7236307+12.3721432 (Gl?),,
12h30m38.42s +12d23m25.44s,0.266,127.1146,Gasious Substrate Schema,7.84,MATCH: [PLP2016] 187.657972+12.391034 (GlC),,
12h30m45.09s +12d23m47.54s,0.3124,0.0443,Solenoidal Metric Schema (Iron),1.16,MATCH: [JPB2009] 187.6875629+12.3966415 (Gl?),,
12h30m43.41s +12d24m31.77s,0.2204,108.1378,Gasious Substrate Schema,4.72,MATCH: [SFH81] 1101 (GlC),,
12h30m47.34s +12d22m36.90s,0.3165,18.125,Solenoidal Metric Schema (Iron),3.31,MATCH: [JCF90] NGC  4486 122 (PN?),,
12h30m48.62s +12d22m37.10s,0.2216,14.2445,Gasious Substrate Schema,3.06,MATCH: [JCF90] NGC  4486 149 (PN?),,
TA3,,,,,,,
--- INITIATING VOLUMETRIC METRIC SCAN ---,,,,,,,
"Target: RA 19.972, DEC 35.201",,,,,,,
Depth: 7300 XYZ,Radius: 10,,,,,,
Scanning Volume... Sampling 418 points.,,,,,,,
Structure Detected: 418 metric nodes.,,,,,,,
FULL SIMBAD REALITY CHECK - ALL NODES,,,,,,TA3,
PREDICTED COORDINATES,MODE (m),HELICITY,PREDICTED IDENTITY,OFFSET,REALITY CHECK,Closest OFFSET,2.34
19h58m13.99s +35d14m26.97s,0.4025,128.645,Trefoil Metric Schema,64.92,MATCH: 2MASS J19581685+3513323 (*),Average OFFSET,35.00526316
19h58m12.16s +35d08m43.10s,0.8888,93.011,Baryonic Metric Substrate,62.16,MATCH: [MRM96] A (Rad),Max OFFSET,89.83
19h58m10.37s +35d09m41.21s,0.2412,55.8763,Gasious Substrate Schema,33.84,MATCH: 2MASS J19581190+3510093 (*),Number of Close Matches(OFFSET < 1 arcsecond),0
19h58m14.35s +35d10m23.87s,0.2495,5.2918,Gasious Substrate Schema,33.35,MATCH: 2MASS J19581190+3510093 (*),,
19h58m13.14s +35d08m58.20s,0.5126,41.7329,Metric Spacetime Anomaly,48.58,MATCH: [MRM96] A (Rad),No SIMBAD Match,0
19h58m18.05s +35d10m23.45s,0.292,0.5289,Solenoidal Metric Schema (Iron),20.05,MATCH: 2MASS J19581926+3510367 (*),,
19h58m30.52s +35d14m37.78s,0.5446,20.8815,Metric Spacetime Anomaly,22.56,MATCH: [MRM96] B (Rad),Structure Type,Count
19h58m17.47s +35d14m12.87s,0.3621,170.4392,Localized Torsional Inflection,41.2,MATCH: 2MASS J19581685+3513323 (*),Gasious Substrate Schema,99
19h58m12.03s +35d09m07.02s,0.356,94.5983,Helical Metric Schema,62.37,MATCH: 2MASS J19581190+3510093 (*),Minkowskian Baseline,69
19h58m14.16s +35d11m08.27s,0.3216,47.9326,Helical Metric Schema,58.25,MATCH: 2MASS J19581475+3512060 (*),Metric Spacetime Anomaly,58
19h58m08.86s +35d10m25.08s,0.4181,135.8434,Trefoil Metric Schema,10,MATCH: 2MASS J19580963+3510221 (*),Solenoidal Metric Schema (Iron),49
19h57m57.21s +35d12m18.07s,0.2239,89.3981,Gasious Substrate Schema,65.56,MATCH: 2MASS J19580171+3511424 (*),Trefoil Metric Schema,49
19h58m17.43s +35d11m45.10s,0.5318,165.7817,Localized Torsional Inflection,21.58,MATCH: 2MASS J19581917+3511476 (*),Helical Metric Schema,37
19h57m59.73s +35d13m45.02s,0.2386,8.7206,Gasious Substrate Schema,14.91,MATCH: 2MASS J19580072+3513364 (*),Localized Torsional Inflection,33
19h58m03.62s +35d13m23.34s,0.1989,9.6021,Minkowskian Baseline,10.56,MATCH: 2MASS J19580325+3513137 (*),Baryonic Metric Substrate,21
19h58m16.23s +35d09m28.82s,0.3503,56.1396,Helical Metric Schema,33.56,MATCH: [MRM96] A (Rad),Spacetime Curvature Limit (Black Hole),3
19h58m17.82s +35d12m14.45s,0.2779,8.9615,Gasious Substrate Schema,31.55,MATCH: 2MASS J19581917+3511476 (*),,
19h58m19.14s +35d14m50.75s,0.244,109.3154,Gasious Substrate Schema,34.22,MATCH: 2MASS J19581991+3515236 (*),,
19h58m06.55s +35d12m24.73s,0.2526,339.3765,Localized Torsional Inflection,43.96,MATCH: [MJD95] J195804.44+351148.3 (*),,
19h58m11.93s +35d13m00.91s,0.3959,12.0545,Trefoil Metric Schema,31.03,MATCH: 2MASS J19580961+3512482 (*),,
19h58m16.74s +35d08m11.73s,0.3519,24.3551,Helical Metric Schema,45.48,MATCH: [MRM96] A (Rad),,
19h58m14.33s +35d12m49.40s,0.2838,102.3588,Solenoidal Metric Schema (Iron),26.66,MATCH: Gaia DR3 2059383938795903232 (EB*),,
19h58m01.50s +35d11m33.39s,0.1944,17.6964,Minkowskian Baseline,9.54,MATCH: 2MASS J19580171+3511424 (*),,
19h58m23.30s +35d11m57.14s,0.2931,39.4108,Solenoidal Metric Schema (Iron),13.24,MATCH: 2MASS J19582433+3511532 (*),,
19h58m36.29s +35d12m25.62s,0.4914,30.1471,Metric Spacetime Anomaly,77.25,MATCH: [MJD95] J195842.41+351212.3 (*),,
19h58m20.21s +35d08m35.30s,0.3502,15.2999,Helical Metric Schema,43.89,MATCH: [MRM96] A (Rad),,
19h58m17.01s +35d12m56.04s,0.4202,125.9789,Trefoil Metric Schema,24.6,MATCH: Gaia DR3 2059383938795903232 (EB*),,
19h58m15.92s +35d10m20.36s,0.4391,34.239,Trefoil Metric Schema,44.23,MATCH: 2MASS J19581926+3510367 (*),,
19h58m10.57s +35d11m20.81s,0.2816,3.7365,Solenoidal Metric Schema (Iron),42.7,MATCH: 2MASS J19580745+3511398 (*),,
19h58m30.18s +35d10m40.21s,0.903,16.6937,Baryonic Metric Substrate,40.67,MATCH: 2MASS J19582824+3511132 (*),,
19h58m26.45s +35d11m24.52s,0.279,274.3195,Localized Torsional Inflection,16.51,MATCH: Gaia DR3 2059380708979586816 (WD*),,
19h58m13.57s +35d09m18.23s,0.839,179.0325,Baryonic Metric Substrate,48.22,MATCH: [MRM96] A (Rad),,
19h58m29.85s +35d08m56.59s,0.4299,142.4415,Trefoil Metric Schema,31.7,MATCH: 2MASS J19582926+3509275 (*),,
19h58m29.41s +35d14m23.62s,0.2725,14.645,Gasious Substrate Schema,4.75,MATCH: [MRM96] B (Rad),,
19h58m04.08s +35d09m22.65s,0.8962,316.5652,Localized Torsional Inflection,35.57,MATCH: 2MASS J19580169+3509024 (*),,
19h58m06.21s +35d15m18.67s,0.2803,26.0785,Solenoidal Metric Schema (Iron),51.55,MATCH: 2MASS J19580312+3514435 (EB*),,
19h58m30.68s +35d11m26.97s,0.3452,152.3649,Localized Torsional Inflection,32.94,MATCH: 2MASS J19582824+3511132 (*),,
19h58m38.34s +35d12m20.13s,0.2312,37.433,Gasious Substrate Schema,51.57,MATCH: [MJD95] J195842.41+351212.3 (*),,
19h58m09.71s +35d15m06.83s,0.192,245.7723,Minkowskian Baseline,70.41,MATCH: 2MASS J19580838+3513579 (*),,
19h58m12.15s +35d15m55.81s,0.3025,14.7608,Solenoidal Metric Schema (Iron),69.38,MATCH: 2MASS J19581675+3516361 (*),,
19h58m06.75s +35d13m45.43s,0.6971,212.8991,Metric Spacetime Anomaly,23.94,MATCH: 2MASS J19580838+3513579 (*),,
19h58m13.02s +35d14m27.12s,0.2982,35.0832,Solenoidal Metric Schema (Iron),63.54,MATCH: 2MASS J19580838+3513579 (*),,
19h58m20.25s +35d12m36.56s,0.3847,127.6261,Trefoil Metric Schema,25.44,MATCH: 2MASS J19582171+3512546 (*),,
19h58m21.18s +35d13m56.61s,0.441,55.1171,Trefoil Metric Schema,33.49,MATCH: 2MASS J19582342+3513375 (*),,
19h58m25.98s +35d12m07.52s,0.5614,201.0926,Metric Spacetime Anomaly,24.75,MATCH: 2MASS J19582433+3511532 (*),,
19h58m32.07s +35d13m18.42s,0.3046,30.1704,Solenoidal Metric Schema (Iron),68.28,MATCH: [MRM96] B (Rad),,
19h58m21.42s +35d10m03.62s,0.1955,46.1292,Minkowskian Baseline,42.39,MATCH: 2MASS J19581926+3510367 (*),,
19h58m22.28s +35d14m25.19s,0.3283,312.7462,Helical Metric Schema,15.52,MATCH: 2MASS J19582340+3514322 (*),,
19h58m09.01s +35d12m28.20s,0.2566,133.7456,Gasious Substrate Schema,21.37,MATCH: 2MASS J19580961+3512482 (*),,
19h58m17.52s +35d14m17.08s,0.2253,60.8497,Gasious Substrate Schema,45.45,MATCH: 2MASS J19581685+3513323 (*),,
19h58m24.84s +35d08m17.31s,0.2441,17.4822,Gasious Substrate Schema,50.31,MATCH: ZTF J195825.41+350727.5 (LP*),,
19h58m27.45s +35d10m19.40s,0.2736,108.2209,Gasious Substrate Schema,42.49,MATCH: TYC 2678-548-1 (*),,
