SECTOR E,Null Control,,,,,ANALYSIS,
18h37m49.52s +18d50m07.71s,0.2769,24.7269,Gasious Substrate Schema,110.17,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m47.88s +18d51m18.29s,0.2109,194.4594,Minkowskian Baseline,95.02,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m44.47s +18d51m28.40s,0.2168,13.9924,Minkowskian Baseline,65.31,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m45.85s +18d51m02.41s,0.3191,40.4141,Solenoidal Metric Schema (Iron),62.13,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m47.48s +18d49m36.97s,0.5415,19.5112,Metric Spacetime Anomaly,96.47,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m53.64s +18d50m14.61s,0.2462,115.0456,Localized Torsional Inflection,166.64,MATCH: UCAC4 544-075349 (SB*),,
18h37m52.86s +18d49m36.43s,0.7742,225.0213,Metric Spacetime Anomaly,130.43,MATCH: UCAC4 544-075349 (SB*),,
18h37m41.65s +18d49m52.43s,0.5847,281.5551,Localized Torsional Inflection,41.35,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m52.34s +18d50m47.91s,0.2052,72.9999,Minkowskian Baseline,139.28,MATCH: UCAC4 545-076052 (*),,
18h37m45.11s +18d50m00.83s,0.2004,37.0497,Minkowskian Baseline,55.22,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m43.36s +18d50m48.22s,0.2468,12.8028,Gasious Substrate Schema,24.54,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m47.28s +18d51m19.57s,0.176,417.4641,Minkowskian Baseline,88.26,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m53.72s +18d49m44.72s,0.6857,61.1633,Metric Spacetime Anomaly,136.78,MATCH: UCAC4 544-075349 (SB*),,
18h37m46.88s +18d51m48.05s,1.5954,331.872,Spacetime Curvature Limit (Black Hole),74.5,MATCH: HD 349011 (SB*),,
18h37m47.57s +18d50m32.69s,0.242,7.0074,Gasious Substrate Schema,79.43,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m41.76s +18d50m25.79s,0.2726,7.4369,Gasious Substrate Schema,8.32,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m47.66s +18d50m29.43s,0.2341,70.403,Gasious Substrate Schema,80.8,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m48.86s +18d51m59.02s,0.4634,105.7203,Metric Spacetime Anomaly,79.24,MATCH: HD 349011 (SB*),,
18h37m46.14s +18d50m24.42s,0.2303,8.0744,Gasious Substrate Schema,59.82,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m46.38s +18d51m49.73s,0.2561,84.3865,Gasious Substrate Schema,70.87,MATCH: HD 349011 (SB*),,
18h37m47.18s +18d51m17.04s,0.294,18.1467,Solenoidal Metric Schema (Iron),85.74,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m52.39s +18d51m07.99s,0.2071,64.1083,Minkowskian Baseline,119.2,MATCH: UCAC4 545-076052 (*),,
18h37m48.17s +18d51m20.12s,0.4015,70.0982,Trefoil Metric Schema,99.52,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m47.35s +18d49m43.74s,0.2826,34.5633,Solenoidal Metric Schema (Iron),91.11,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m44.14s +18d51m05.86s,0.2015,327.358,Minkowskian Baseline,44.61,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m50.82s +18d50m24.75s,0.2625,17.2624,Gasious Substrate Schema,125.87,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m43.32s +18d50m04.91s,0.405,44.1416,Trefoil Metric Schema,34.4,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m47.94s +18d50m07.48s,0.6263,129.6769,Metric Spacetime Anomaly,88.59,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m50.46s +18d50m54.04s,0.4512,297.5931,Localized Torsional Inflection,122.18,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m53.20s +18d50m59.02s,0.2363,46.0404,Gasious Substrate Schema,128.54,MATCH: UCAC4 545-076052 (*),,
18h37m45.40s +18d51m52.71s,0.1962,162.5686,Minkowskian Baseline,65.86,MATCH: HD 349011 (SB*),,
18h37m45.97s +18d49m52.89s,0.459,47.7949,Metric Spacetime Anomaly,69.77,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m49.07s +18d50m37.51s,0.4083,89.5743,Trefoil Metric Schema,100.79,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m47.41s +18d49m36.24s,0.2732,76.4255,Gasious Substrate Schema,96.1,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m46.53s +18d49m44.46s,0.3166,43.9092,Solenoidal Metric Schema (Iron),81.17,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m47.18s +18d49m23.71s,0.2331,35.736,Gasious Substrate Schema,101.66,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m43.46s +18d50m31.34s,0.1991,22.7232,Minkowskian Baseline,21.19,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m52.19s +18d50m38.68s,0.3941,436.1748,Localized Torsional Inflection,145.1,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m43.16s +18d50m43.71s,0.3373,24.6838,Helical Metric Schema,19.66,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m51.30s +18d51m04.69s,0.232,68.7424,Gasious Substrate Schema,123.67,MATCH: UCAC4 545-076052 (*),,
18h37m51.05s +18d49m20.23s,0.3159,3.869,Solenoidal Metric Schema (Iron),123.05,MATCH: UCAC4 544-075349 (SB*),,
18h37m43.44s +18d50m19.78s,0.2336,83.1998,Gasious Substrate Schema,24.92,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m44.95s +18d49m30.97s,0.6707,285.6088,Metric Spacetime Anomaly,75.48,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m52.46s +18d50m30.42s,0.3405,50.2032,Helical Metric Schema,148.87,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m48.86s +18d50m26.09s,0.229,30.5573,Gasious Substrate Schema,98.02,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m43.31s +18d50m30.08s,0.3366,332.5293,Localized Torsional Inflection,19.26,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m42.68s +18d51m18.57s,0.3145,53.5043,Solenoidal Metric Schema (Iron),46.14,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m46.55s +18d50m49.03s,0.917,312.4692,Localized Torsional Inflection,66.77,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m53.31s +18d51m11.39s,0.3445,24.6219,Helical Metric Schema,116.35,MATCH: UCAC4 545-076052 (*),,
18h37m48.46s +18d49m30.77s,0.5165,10.8001,Metric Spacetime Anomaly,111.42,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m51.42s +18d50m01.60s,0.4795,154.1801,Metric Spacetime Anomaly,137.83,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m50.32s +18d50m55.03s,0.2988,62.8518,Solenoidal Metric Schema (Iron),120.39,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m48.08s +18d50m47.39s,0.3691,68.6721,Trefoil Metric Schema,87.76,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m50.92s +18d50m18.07s,0.4177,86.6919,Trefoil Metric Schema,127.92,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m46.41s +18d49m07.64s,0.3402,11.6154,Helical Metric Schema,106.49,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m52.05s +18d49m50.65s,0.3965,52.4565,Trefoil Metric Schema,146.91,MATCH: UCAC4 544-075349 (SB*),,
18h37m52.55s +18d50m41.05s,0.1626,196.1758,Minkowskian Baseline,146.13,MATCH: UCAC4 545-076052 (*),,
18h37m50.68s +18d49m59.67s,0.2695,11.2334,Gasious Substrate Schema,128.13,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m44.82s +18d50m07.71s,0.1663,229.0622,Minkowskian Baseline,47.93,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m53.67s +18d50m19.38s,0.9795,7.9174,Baryonic Metric Substrate,166.62,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m54.27s +18d50m56.46s,1.4109,216.4555,Metric Spacetime Anomaly,133.1,MATCH: UCAC4 545-076052 (*),,
18h37m49.01s +18d49m44.84s,0.2672,33.8476,Gasious Substrate Schema,111.1,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m48.28s +18d48m58.54s,0.3054,27.4609,Solenoidal Metric Schema (Iron),128.06,MATCH: UCAC4 544-075349 (SB*),,
18h37m49.10s +18d49m49.67s,0.2879,54.0761,Solenoidal Metric Schema (Iron),110.24,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m52.24s +18d49m10.52s,0.3914,20.4163,Trefoil Metric Schema,107.71,MATCH: UCAC4 544-075349 (SB*),,
18h37m48.46s +18d50m14.29s,0.7888,11.3874,Metric Spacetime Anomaly,94.05,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m42.38s +18d50m54.56s,0.5247,193.2582,Localized Torsional Inflection,21.8,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m44.00s +18d50m47.60s,0.3076,8.7756,Solenoidal Metric Schema (Iron),32,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m45.72s +18d49m54.26s,1.3413,72.7943,Metric Spacetime Anomaly,66.09,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m49.88s +18d50m57.86s,0.2571,119.4657,Gasious Substrate Schema,114.82,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m50.38s +18d50m22.23s,0.2547,129.7509,Gasious Substrate Schema,119.85,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m47.25s +18d50m59.30s,0.4584,33.8811,Metric Spacetime Anomaly,79.19,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m46.55s +18d49m18.93s,0.1871,329.1276,Minkowskian Baseline,98.91,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m46.94s +18d49m32.22s,0.4211,1.5004,Trefoil Metric Schema,93.41,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m46.79s +18d50m57.80s,0.2687,149.9807,Gasious Substrate Schema,72.53,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m52.84s +18d50m47.79s,0.3995,25.4054,Trefoil Metric Schema,139.47,MATCH: UCAC4 545-076052 (*),,
18h37m45.23s +18d50m21.80s,0.207,406.4686,Minkowskian Baseline,47.67,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m47.54s +18d49m15.58s,0.2866,91.1086,Solenoidal Metric Schema (Iron),110.98,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m45.23s +18d49m24.45s,0.779,162.9753,Localized Torsional Inflection,83.1,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m48.00s +18d49m13.73s,0.5184,15.2408,Metric Spacetime Anomaly,116.97,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m41.93s +18d50m26.40s,0.2179,37.1189,Minkowskian Baseline,7.15,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m54.04s +18d50m07.07s,0.3131,31.381,Solenoidal Metric Schema (Iron),158.69,MATCH: UCAC4 544-075349 (SB*),,
18h37m51.92s +18d49m57.44s,0.1812,45.6219,Minkowskian Baseline,145.72,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m53.07s +18d49m34.93s,0.2446,132.1839,Gasious Substrate Schema,128.39,MATCH: UCAC4 544-075349 (SB*),,
18h37m48.56s +18d50m49.27s,0.3523,6.2514,Helical Metric Schema,94.79,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m45.82s +18d51m27.33s,0.6101,79.1448,Metric Spacetime Anomaly,76.64,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m44.29s +18d51m20.93s,2.1984,136.6033,Spacetime Curvature Limit (Black Hole),57.68,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m43.65s +18d51m11.52s,0.3004,21.8963,Solenoidal Metric Schema (Iron),44.82,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m42.51s +18d51m01.20s,0.2774,3.4001,Gasious Substrate Schema,28.7,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m42.32s +18d51m10.20s,0.2932,13.3037,Solenoidal Metric Schema (Iron),37,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m43.37s +18d50m44.52s,0.8311,72.0965,Localized Torsional Inflection,22.65,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m43.41s +18d49m50.85s,0.2738,2.4731,Gasious Substrate Schema,47.29,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m50.01s +18d50m53.13s,0.2349,158.8472,Gasious Substrate Schema,115.73,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m50.76s +18d51m40.14s,0.2955,42.9383,Solenoidal Metric Schema (Iron),90.48,MATCH: UCAC4 545-076052 (*),,
18h37m52.47s +18d49m39.53s,0.1901,151.505,Minkowskian Baseline,134.66,MATCH: UCAC4 544-075349 (SB*),,
18h37m45.18s +18d49m02.58s,0.1939,163.8307,Minkowskian Baseline,101.69,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m50.09s +18d51m34.39s,0.4361,13.3154,Trefoil Metric Schema,98.9,MATCH: UCAC4 545-076052 (*),,
18h37m47.58s +18d50m23.65s,0.3753,478.346,Localized Torsional Inflection,80.17,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m43.61s +18d50m04.22s,0.7678,148.2416,Metric Spacetime Anomaly,37.38,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m49.89s +18d51m30.97s,0.2041,22.7185,Minkowskian Baseline,103.1,MATCH: UCAC4 545-076052 (*),,
18h37m47.92s +18d49m44.52s,0.5334,13.2469,Metric Spacetime Anomaly,97.59,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m50.25s +18d49m10.75s,0.4125,7.8499,Trefoil Metric Schema,120.1,MATCH: UCAC4 544-075349 (SB*),,
18h37m46.15s +18d49m14.56s,0.2334,155.9484,Gasious Substrate Schema,98.73,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m42.77s +18d51m06.26s,0.3648,13.6153,Trefoil Metric Schema,34.62,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m46.28s +18d50m22.88s,0.2258,106.5823,Gasious Substrate Schema,62.03,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m43.97s +18d51m22.68s,0.3352,40.2565,Helical Metric Schema,56.73,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m43.36s +18d51m15.94s,0.3027,174.2639,Solenoidal Metric Schema (Iron),46.75,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m45.36s +18d50m20.52s,0.4428,221.5642,Trefoil Metric Schema,49.78,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m50.44s +18d50m48.11s,0.2742,30.4605,Gasious Substrate Schema,121.04,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m48.39s +18d51m06.97s,0.4074,328.7846,Trefoil Metric Schema,97.01,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m51.52s +18d50m22.13s,0.5538,26.7133,Metric Spacetime Anomaly,135.98,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m53.55s +18d50m55.16s,0.7655,99.9825,Metric Spacetime Anomaly,132.85,MATCH: UCAC4 545-076052 (*),,
18h37m45.29s +18d50m11.98s,0.2053,54.4952,Minkowskian Baseline,51.75,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m52.98s +18d50m08.53s,0.1967,301.6968,Minkowskian Baseline,158.21,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m50.60s +18d50m00.77s,0.782,3.1883,Metric Spacetime Anomaly,126.74,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m47.13s +18d49m32.28s,0.2973,39.0998,Solenoidal Metric Schema (Iron),95.43,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m50.84s +18d50m27.84s,0.2272,171.165,Localized Torsional Inflection,125.97,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m43.86s +18d50m24.91s,0.2687,19.0486,Gasious Substrate Schema,28.11,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m42.40s +18d50m20.42s,0.3422,25.3009,Helical Metric Schema,14.43,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m47.29s +18d48m55.33s,0.3046,83.4726,Solenoidal Metric Schema (Iron),123.84,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m43.62s +18d51m27.89s,0.4002,7.0099,Trefoil Metric Schema,59.16,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m48.34s +18d50m24.81s,0.1822,26.2672,Minkowskian Baseline,90.77,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m53.44s +18d49m48.73s,0.4852,197.8667,Metric Spacetime Anomaly,141.22,MATCH: UCAC4 544-075349 (SB*),,
18h37m49.70s +18d51m24.72s,0.5471,30.9248,Metric Spacetime Anomaly,109.9,MATCH: UCAC4 545-076052 (*),,
18h37m44.50s +18d51m17.18s,0.4237,43.2287,Trefoil Metric Schema,56.48,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m48.87s +18d51m35.11s,0.5249,247.0612,Localized Torsional Inflection,98.54,MATCH: HD 349011 (SB*),,
18h37m54.72s +18d50m56.69s,0.7442,11.435,Metric Spacetime Anomaly,134.23,MATCH: UCAC4 545-076052 (*),,
18h37m53.57s +18d50m23.57s,1.0729,310.3556,Baryonic Metric Substrate,164.31,MATCH: UCAC4 545-076052 (*),,
18h37m44.82s +18d50m33.85s,0.2718,53.6989,Gasious Substrate Schema,40.38,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m49.71s +18d50m31.93s,0.1986,105.9705,Minkowskian Baseline,109.81,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m45.24s +18d51m27.28s,0.4859,0.5953,Metric Spacetime Anomaly,70.97,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m48.04s +18d49m59.19s,0.2095,316.7875,Minkowskian Baseline,92.69,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m50.76s +18d49m38.31s,0.2574,13.3826,Gasious Substrate Schema,136.39,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m53.16s +18d50m20.38s,0.7275,36.8252,Metric Spacetime Anomaly,159.32,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m49.92s +18d51m41.77s,0.2669,103.097,Gasious Substrate Schema,92.93,MATCH: UCAC4 545-076052 (*),,
18h37m48.34s +18d49m57.32s,0.3933,13.4855,Trefoil Metric Schema,97.34,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m49.97s +18d50m31.99s,0.4434,5.3851,Trefoil Metric Schema,113.5,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m47.83s +18d49m36.77s,0.2532,177.0402,Gasious Substrate Schema,100.65,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m50.23s +18d51m43.21s,0.2233,14.1208,Gasious Substrate Schema,89.94,MATCH: UCAC4 545-076052 (*),,
18h37m50.69s +18d50m34.44s,0.3244,8.174,Helical Metric Schema,123.72,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m42.18s +18d49m35.21s,0.2846,60.6964,Solenoidal Metric Schema (Iron),58.39,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m47.96s +18d51m33.01s,0.7601,62.0194,Metric Spacetime Anomaly,94.2,MATCH: HD 349011 (SB*),,
18h37m44.63s +18d49m39.07s,0.3799,70.3711,Trefoil Metric Schema,66.22,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m46.10s +18d49m51.63s,0.701,198.7181,Localized Torsional Inflection,72,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m46.49s +18d49m03.51s,0.3095,70.8908,Solenoidal Metric Schema (Iron),110.5,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m52.46s +18d50m26.57s,0.4426,97.6238,Trefoil Metric Schema,149,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m46.36s +18d50m37.28s,0.1811,43.3376,Minkowskian Baseline,62.36,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m48.09s +18d51m58.53s,0.1808,85.3949,Minkowskian Baseline,72.89,MATCH: HD 349011 (SB*),,
18h37m42.32s +18d50m09.02s,0.2027,283.9983,Minkowskian Baseline,24.99,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m47.46s +18d50m59.31s,0.3013,1.9045,Solenoidal Metric Schema (Iron),82.02,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m43.16s +18d50m41.64s,0.5042,12.3308,Metric Spacetime Anomaly,18.67,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m50.16s +18d49m12.67s,0.3312,9.7577,Helical Metric Schema,122.4,MATCH: UCAC4 544-075349 (SB*),,
18h37m46.94s +18d50m15.58s,0.3999,74.2172,Trefoil Metric Schema,72.73,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m41.75s +18d49m52.53s,0.7573,7.2321,Metric Spacetime Anomaly,41.12,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m47.88s +18d51m06.30s,0.2674,123.2161,Gasious Substrate Schema,90,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m54.39s +18d50m31.09s,0.3644,186.045,Localized Torsional Inflection,158.37,MATCH: UCAC4 545-076052 (*),,
18h37m46.14s +18d49m55.02s,0.2358,68.0375,Gasious Substrate Schema,70.56,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m53.28s +18d49m38.28s,0.3141,52.263,Solenoidal Metric Schema (Iron),131.19,MATCH: UCAC4 544-075349 (SB*),,
18h37m43.11s +18d49m50.01s,0.4692,34.1011,Metric Spacetime Anomaly,46.4,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m41.64s +18d50m24.53s,0.3085,225.274,Solenoidal Metric Schema (Iron),10.18,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m53.72s +18d50m40.30s,0.1807,6.1582,Minkowskian Baseline,147.89,MATCH: UCAC4 545-076052 (*),,
18h37m47.15s +18d49m25.00s,0.2318,176.751,Gasious Substrate Schema,100.46,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m43.16s +18d50m30.58s,0.2882,106.8456,Solenoidal Metric Schema (Iron),17.07,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m52.82s +18d50m49.53s,0.1787,38.4457,Minkowskian Baseline,137.72,MATCH: UCAC4 545-076052 (*),,
18h37m52.18s +18d51m45.21s,0.3524,136.0748,Localized Torsional Inflection,82.09,MATCH: UCAC4 545-076052 (*),,
18h37m44.86s +18d50m39.83s,0.2041,79.3765,Minkowskian Baseline,41.43,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m53.16s +18d49m47.48s,0.5503,15.6293,Metric Spacetime Anomaly,140.55,MATCH: UCAC4 544-075349 (SB*),,
18h37m50.42s +18d50m06.94s,0.6636,117.9125,Metric Spacetime Anomaly,122.8,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m43.08s +18d50m01.35s,0.3609,65.5297,Trefoil Metric Schema,35.79,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m52.23s +18d50m51.47s,0.2471,25.7435,Gasious Substrate Schema,135.76,MATCH: UCAC4 545-076052 (*),,
18h37m50.23s +18d50m54.58s,0.3672,187.1191,Trefoil Metric Schema,119.06,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m42.63s +18d50m10.90s,0.5989,30.2978,Metric Spacetime Anomaly,24.46,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m49.37s +18d51m16.42s,0.2812,127.8557,Solenoidal Metric Schema (Iron),113.4,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m50.34s +18d51m17.13s,0.2702,13.8714,Gasious Substrate Schema,114.24,MATCH: UCAC4 545-076052 (*),,
18h37m46.76s +18d51m00.34s,0.2235,141.8967,Gasious Substrate Schema,73.02,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m44.78s +18d51m26.34s,0.2659,246.1202,Gasious Substrate Schema,66.14,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m51.24s +18d50m45.56s,0.5868,204.3728,Metric Spacetime Anomaly,132.07,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m45.50s +18d50m34.51s,0.2107,93.0823,Minkowskian Baseline,50.05,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m47.79s +18d50m47.74s,0.2129,20.8199,Minkowskian Baseline,83.76,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m48.05s +18d50m53.27s,0.2907,17.8104,Solenoidal Metric Schema (Iron),88.47,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m43.50s +18d50m17.63s,0.2034,1.3028,Minkowskian Baseline,26.85,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m49.27s +18d50m20.28s,0.2315,0.1092,Gasious Substrate Schema,104.4,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m48.56s +18d50m06.81s,0.261,68.1896,Gasious Substrate Schema,97.22,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m49.44s +18d49m18.60s,0.2907,49.9991,Solenoidal Metric Schema (Iron),129.79,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m47.07s +18d49m58.04s,0.3366,16.9316,Helical Metric Schema,80.56,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m54.40s +18d50m08.24s,0.2364,181.3858,Gasious Substrate Schema,159.64,MATCH: UCAC4 544-075349 (SB*),,
18h37m46.14s +18d51m50.75s,0.2249,35.2393,Gasious Substrate Schema,69.12,MATCH: HD 349011 (SB*),,
18h37m53.90s +18d50m38.08s,0.4355,298.2295,Trefoil Metric Schema,150.41,MATCH: UCAC4 545-076052 (*),,
18h37m44.70s +18d49m35.42s,1.5244,103.8251,Spacetime Curvature Limit (Black Hole),69.8,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m53.00s +18d50m28.87s,0.2982,81.6321,Solenoidal Metric Schema (Iron),156.58,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m50.19s +18d50m45.73s,0.4805,333.0094,Metric Spacetime Anomaly,117.25,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m44.69s +18d51m41.72s,0.2572,57.1399,Gasious Substrate Schema,77.07,MATCH: HD 349011 (SB*),,
18h37m52.07s +18d51m14.52s,0.2347,79.1479,Gasious Substrate Schema,112.82,MATCH: UCAC4 545-076052 (*),,
18h37m51.43s +18d51m33.77s,0.4539,14.0786,Metric Spacetime Anomaly,94.64,MATCH: UCAC4 545-076052 (*),,
18h37m49.88s +18d51m07.67s,0.8763,62.9624,Baryonic Metric Substrate,117.29,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m50.66s +18d51m14.31s,0.5252,25.5667,Metric Spacetime Anomaly,115.85,MATCH: UCAC4 545-076052 (*),,
18h37m48.18s +18d49m17.89s,0.1971,31.4772,Minkowskian Baseline,116.1,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m44.00s +18d51m09.20s,0.504,340.2016,Metric Spacetime Anomaly,45.81,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m45.25s +18d50m47.71s,0.348,42.9574,Helical Metric Schema,48.6,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m41.20s +18d49m57.08s,0.1776,42.8862,Minkowskian Baseline,38.07,MATCH: ATO J279.4248+18.8426 (EB*),,
18h37m51.60s +18d49m53.45s,0.3785,104.127,Trefoil Metric Schema,142.39,MATCH: ATO J279.4248+18.8426 (EB*),,
